"","X.2","X.1","X","Date","Kick.Off..local.","Home.Team","Away.Team","Venue","Home.Score","Away.Score","Play.Off.Game.","Home.Goals","Home.Behinds","Away.Goals","Away.Behinds","Home.Odds","Away.Odds","Bookmakers.Surveyed","Home.Odds.Open","Home.Odds.Min","Home.Odds.Max","Home.Odds.Close","Away.Odds.Open","Away.Odds.Min","Away.Odds.Max","Away.Odds.Close","Home.Line.Open","Home.Line.Min","Home.Line.Max","Home.Line.Close","Away.Line.Open","Away.Line.Min","Away.Line.Max","Away.Line.Close","Home.Line.Odds.Open","Home.Line.Odds.Min","Home.Line.Odds.Max","Home.Line.Odds.Close","Away.Line.Odds.Open","Away.Line.Odds.Min","Away.Line.Odds.Max","Away.Line.Odds.Close","Total.Score.Open","Total.Score.Min","Total.Score.Max","Total.Score.Close","Total.Score.Over.Open","Total.Score.Over.Min","Total.Score.Over.Max","Total.Score.Over.Close","Total.Score.Under.Open","Total.Score.Under.Min","Total.Score.Under.Max","Total.Score.Under.Close","Notes","Home","Favorite","Underdog","Differential"
"851",851,851,851,"2015","15:20:00","North Melbourne","West Coast","Blundstone Arena",85,75,NA,13,7,10,15,2.1,1.73,14,2.35,2.02,2.4,2.02,1.632,1.632,1.884,1.884,2.5,2.5,7.5,3.5,-2.5,-7.5,-2.5,-3.5,1.925,1.925,1.97,1.877,1.925,1.917,1.925,2.03,172.5,172.5,177.5,176.5,1.925,1.925,1.98,1.862,1.925,1.925,2,1.99,NA,2.1,1.73,2.1,0.37
"852",852,852,852,"2015","13:10:00","GWS Giants","Brisbane","Spotless Stadium",97,67,NA,14,13,10,7,1.08,7.65,14,1.01,1.01,1.01,1.01,25.5,25.5,25.5,25.5,-39.5,-46.5,-39.5,-46.5,39.5,39.5,46.5,46.5,1.925,1.934,1.925,2.02,1.925,1.925,1.952,1.884,187.5,186.5,187.5,186.5,1.925,1.854,1.97,1.854,1.925,1.925,1.925,2,"Pinnacle Sports didn't offer H2H odds for this fixture so arbitrary odds have been used instead.",1.08,1.08,7.65,6.57
"853",853,853,853,"2015","19:10:00","Port Adelaide","Western Bulldogs","Adelaide Oval",100,62,NA,16,4,9,8,1.23,4.13,14,1.266,1.218,1.285,1.253,4.02,3.98,4.59,4.42,-26.5,-30.5,-26.5,-30.5,26.5,26.5,30.5,30.5,1.925,1.934,1.925,2.04,1.925,1.925,1.97,1.869,173.5,171.5,173.5,171.5,1.925,1.925,2.08,1.925,1.925,1.925,1.925,1.925,NA,1.23,1.23,4.13,2.9
"854",854,854,854,"2015","19:20:00","Essendon","Geelong","Marvel Stadium",53,122,NA,7,11,19,8,2,1.81,14,2.21,1.961,2.21,1.99,1.709,1.709,1.943,1.917,5.5,2.5,5.5,2.5,-5.5,-5.5,-2.5,-2.5,1.925,1.869,1.925,1.917,1.925,1.925,2.04,1.99,177.5,175.5,177.5,176.5,1.925,1.813,2.06,1.925,1.925,1.806,1.925,1.925,NA,2,1.81,2,0.19
"855",855,855,855,"2015","16:35:00","Gold Coast","Sydney","Metricon Stadium",41,93,NA,5,11,13,15,14.72,1.02,14,25.5,25.5,25.5,25.5,1.01,1.01,1.01,1.01,55.5,55.5,63.5,60.5,-55.5,-63.5,-55.5,-60.5,1.925,1.862,1.925,1.909,1.925,1.961,2.03,2,181.5,172.5,181.5,172.5,1.925,1.925,2.07,1.943,1.925,1.909,1.925,1.909,"Pinnacle Sports didn't offer H2H odds for this fixture so arbitrary odds have been used instead.",14.72,1.02,14.72,13.7
"856",856,856,856,"2015","13:40:00","Carlton","Adelaide","MCG",90,99,NA,14,6,14,15,3.43,1.31,14,4.84,3.23,4.84,3.23,1.202,1.202,1.398,1.398,29.5,22.5,29.5,22.5,-29.5,-29.5,-22.5,-22.5,1.925,1.952,1.97,1.952,1.925,1.884,1.952,1.952,185.5,185.5,188.5,188.5,1.925,1.925,1.925,1.925,1.925,1.925,1.943,1.925,NA,3.43,1.31,3.43,2.12
"857",857,857,857,"2015","18:10:00","Fremantle","Richmond","Domain Stadium",70,97,NA,10,10,15,7,1.22,4.27,14,1.229,1.2,1.3,1.254,4.44,3.92,4.89,4.4,-28.5,-31.5,-24.5,-24.5,28.5,24.5,31.5,24.5,1.925,1.925,2.02,1.934,1.925,1.884,1.961,1.97,157.5,155.5,157.5,155.5,1.961,1.892,1.961,1.892,1.892,1.862,1.892,1.961,NA,1.22,1.22,4.27,3.05
"858",858,858,858,"2015","14:40:00","West Coast","Geelong","Domain Stadium",120,64,NA,16,24,10,4,1.45,2.75,14,1.392,1.37,1.523,1.5,3.12,2.72,3.24,2.8,-16.5,-20.5,-15.5,-15.5,16.5,15.5,20.5,15.5,1.925,1.917,2.01,1.934,1.925,1.9,1.934,1.97,181.5,180.5,182.5,182.5,1.925,1.8,1.925,1.909,1.925,1.925,1.943,1.943,NA,1.45,1.45,2.75,1.3
"859",859,859,859,"2015","15:20:00","Collingwood","North Melbourne","MCG",112,95,NA,17,10,14,11,1.89,1.92,14,2.16,1.8,2.16,1.8,1.735,1.735,2.13,2.13,-4.5,-4.5,4.5,-2.5,4.5,-4.5,4.5,2.5,1.925,1.925,1.943,1.934,1.925,1.925,1.925,1.97,165.5,160.5,165.5,160.5,1.925,1.862,2,1.862,1.925,1.99,1.925,1.99,NA,1.89,1.89,1.92,0.03
"860",860,860,860,"2015","13:10:00","Brisbane","St Kilda","Gabba",86,108,NA,13,8,16,12,1.63,2.28,14,1.555,1.555,1.689,1.628,2.53,2.29,2.53,2.44,-9.5,-10.5,-7.5,-7.5,9.5,7.5,10.5,7.5,1.925,1.84,1.99,1.934,1.925,1.909,2.02,1.97,179.5,179.5,179.5,179.5,1.925,1.833,1.952,1.833,1.925,1.9,2.03,2.03,NA,1.63,1.63,2.28,0.65
"861",861,861,861,"2015","19:10:00","Adelaide","Fremantle","Adelaide Oval",57,68,NA,7,15,10,8,3.58,1.3,14,3.58,3.58,3.95,3.69,1.317,1.296,1.327,1.327,-21.5,-21.5,23.5,23.5,21.5,-23.5,21.5,-23.5,1.925,1.925,1.99,1.884,1.925,1.917,1.925,2.02,169.5,166.5,169.5,166.5,1.925,1.961,2,1.961,1.925,1.892,1.925,1.892,NA,3.58,1.3,3.58,2.28
"862",862,862,862,"2015","19:25:00","Richmond","Essendon","MCG",72,59,NA,10,12,8,11,1.78,2.04,14,1.769,1.769,1.877,1.847,2.11,2.01,2.13,2.07,-3.5,-3.5,-3.5,-3.5,3.5,3.5,3.5,3.5,1.925,1.909,2.07,1.961,1.925,1.833,1.98,1.943,165.5,163.5,166.5,166.5,1.925,1.826,2,1.961,1.925,1.925,1.909,1.892,NA,1.78,1.78,2.04,0.26
"863",863,863,863,"2015","16:35:00","Western Bulldogs","GWS Giants","Marvel Stadium",113,68,NA,16,17,11,2,2.64,1.49,14,2.43,2.43,2.85,2.84,1.595,1.485,1.617,1.487,10.5,9.5,14.5,14.5,-10.5,-14.5,-9.5,-14.5,1.925,1.833,2.01,2.01,1.925,1.9,2.03,1.9,191.5,189.5,191.5,189.5,1.925,1.925,2.03,1.925,1.925,1.892,1.925,1.925,NA,2.64,1.49,2.64,1.15
"864",864,864,864,"2015","13:40:00","Melbourne","Port Adelaide","Traeger Park",54,115,NA,8,6,18,7,2.74,1.46,14,3.39,2.7,3.39,2.86,1.344,1.344,1.518,1.48,20.5,14.5,20.5,14.5,-20.5,-20.5,-14.5,-14.5,1.925,1.917,1.925,2,1.925,1.925,1.97,1.909,165.5,165.5,167.5,167.5,1.925,1.925,1.97,1.97,1.925,1.925,1.99,1.884,NA,2.74,1.46,2.74,1.28
"865",865,865,865,"2015","13:45:00","Hawthorn","Gold Coast","University of Tasmania Stadium",93,40,NA,14,9,6,4,1.01,16.13,14,1.01,1.01,1.01,1.01,25.5,25.5,25.5,25.5,-68.5,-74.5,-67.5,-67.5,68.5,67.5,74.5,67.5,1.925,1.934,2.02,2.02,1.925,1.884,1.952,1.884,187.5,180.5,187.5,180.5,1.925,1.917,1.925,1.917,1.925,1.854,1.925,1.934,"Pinnacle Sports didn't offer H2H odds for this fixture so arbitrary odds have been used instead.",1.01,1.01,16.13,15.12
"866",866,866,866,"2015","19:50:00","Sydney","Carlton","SCG",122,62,NA,19,8,9,8,1.02,15.07,14,1.01,1.01,1.01,1.01,25.5,25.5,25.5,25.5,-61.5,-72.5,-61.5,-72.5,61.5,61.5,72.5,72.5,1.925,1.943,1.925,1.99,1.925,1.925,1.943,1.9,180.5,178.5,180.5,180.5,1.99,1.925,2.1,1.884,1.862,1.847,1.97,1.97,"Pinnacle Sports didn't offer H2H odds for this fixture so arbitrary odds have been used instead.",1.02,1.02,15.07,14.05
"867",867,867,867,"2015","16:10:00","Port Adelaide","Richmond","Adelaide Oval",43,76,NA,5,13,11,10,1.34,3.3,13,1.273,1.272,1.414,1.414,3.94,3.15,3.96,3.15,-23.5,-23.5,-20.5,-20.5,23.5,20.5,23.5,20.5,1.925,1.925,2.01,1.952,1.925,1.9,1.925,1.952,177.5,177.5,183.5,182.5,1.925,1.925,2,1.943,1.925,1.9,1.892,1.909,NA,1.34,1.34,3.3,1.96
"868",868,868,868,"2015","15:20:00","Melbourne","Western Bulldogs","MCG",103,64,NA,15,13,9,10,3.06,1.38,13,3.16,2.76,3.41,3.29,1.384,1.359,1.5,1.387,20.5,17.5,20.5,17.5,-20.5,-20.5,-17.5,-17.5,1.925,1.869,1.925,2.02,1.925,1.925,2.04,1.884,171.5,166.5,171.5,166.5,1.925,1.961,1.98,1.961,1.925,1.892,1.925,1.892,NA,3.06,1.38,3.06,1.68
"869",869,869,869,"2015","13:10:00","Essendon","Brisbane","Marvel Stadium",136,78,NA,21,10,12,6,1.22,4.39,13,1.24,1.208,1.259,1.224,4.3,4.26,5.02,4.82,-27.5,-31.5,-27.5,-31.5,27.5,27.5,31.5,31.5,1.925,1.9,1.925,1.934,1.925,1.925,1.99,1.97,176.5,173.5,176.5,173.5,1.925,1.877,1.925,1.877,1.925,1.925,1.925,1.98,NA,1.22,1.22,4.39,3.17
"870",870,870,870,"2015","17:40:00","Fremantle","North Melbourne","Domain Stadium",115,42,NA,17,13,5,12,1.2,4.61,13,1.21,1.182,1.238,1.217,4.71,4.52,5.44,4.93,-30.5,-32.5,-30.5,-31.5,30.5,30.5,32.5,31.5,1.925,1.943,1.925,2.02,1.925,1.925,1.943,1.884,165.5,163.5,165.5,163.5,1.925,1.925,1.925,1.99,1.925,1.833,1.925,1.862,NA,1.2,1.2,4.61,3.41
"871",871,871,871,"2015","19:20:00","Hawthorn","Sydney","MCG",69,73,NA,9,15,11,7,1.49,2.65,13,1.555,1.442,1.561,1.492,2.53,2.51,3.02,2.82,-10.5,-15.5,-10.5,-14.5,10.5,10.5,15.5,14.5,1.925,1.884,1.925,2,1.925,1.925,2.02,1.909,186.5,183.5,186.5,184.5,1.925,1.854,2.11,1.97,1.925,2,1.925,1.884,NA,1.49,1.49,2.65,1.16
"872",872,872,872,"2015","16:35:00","Gold Coast","Collingwood","Metricon Stadium",63,132,NA,9,9,20,12,3.7,1.29,13,3.16,3.01,4.14,4.14,1.384,1.277,1.416,1.277,18.5,17.5,26.5,26.5,-18.5,-26.5,-17.5,-26.5,1.925,1.862,2.03,2.03,1.925,1.877,1.99,1.877,177.5,177.5,179.5,179.5,1.961,1.8,1.952,1.952,1.892,1.862,1.925,1.9,NA,3.7,1.29,3.7,2.41
"873",873,873,873,"2015","14:10:00","GWS Giants","Adelaide","Spotless Stadium",108,84,NA,16,12,12,12,1.49,2.62,13,1.555,1.476,1.571,1.558,2.53,2.49,2.85,2.61,-9.5,-14.5,-9.5,-14.5,9.5,9.5,14.5,14.5,1.884,1.925,1.884,1.952,1.97,1.97,1.98,1.952,195.5,192.5,195.5,192.5,1.925,1.97,2.11,1.99,1.925,1.862,1.99,1.862,NA,1.49,1.49,2.62,1.13
"874",874,874,874,"2015","13:45:00","St Kilda","West Coast","Marvel Stadium",78,131,NA,12,6,20,11,5.03,1.18,13,4.68,4.68,5.76,5.76,1.212,1.175,1.212,1.175,29.5,29.5,36.5,35.5,-29.5,-36.5,-29.5,-35.5,1.97,1.97,2,1.884,1.884,1.909,1.884,2.02,187.5,186.5,190.5,186.5,1.84,1.925,2.19,1.99,2.02,1.862,1.97,1.862,NA,5.03,1.18,5.03,3.85
"875",875,875,875,"2015","19:50:00","Geelong","Carlton","Marvel Stadium",140,63,NA,22,8,9,9,1.23,4.21,13,1.222,1.202,1.307,1.238,4.54,3.85,5.06,4.61,-30.5,-32.5,-28.5,-28.5,30.5,28.5,32.5,28.5,1.925,1.917,2.05,1.97,1.925,1.862,1.97,1.934,186.5,186.5,190.5,189.5,1.833,1.833,2.03,1.862,2.03,2.03,1.99,1.99,NA,1.23,1.23,4.21,2.98
"876",876,876,876,"2015","16:40:00","Brisbane","Port Adelaide","Gabba",102,65,NA,15,12,8,17,4.61,1.2,14,4.87,4.33,4.87,4.69,1.2,1.2,1.249,1.232,32.5,30.5,32.5,30.5,-32.5,-32.5,-30.5,-30.5,1.925,1.862,1.925,1.99,1.925,1.925,2.01,1.917,176.5,174.5,176.5,174.5,1.925,1.884,1.925,1.884,1.925,1.862,1.925,1.97,NA,4.61,1.2,4.61,3.41
"877",877,877,877,"2015","15:20:00","Richmond","Collingwood","MCG",105,100,NA,16,9,15,10,1.97,1.83,14,2.11,1.884,2.3,2.04,1.769,1.68,2.02,1.869,6.5,1.5,6.5,2.5,-6.5,-6.5,-1.5,-2.5,1.925,1.869,1.925,1.862,1.925,1.925,2.04,2.05,168.5,168.5,173.5,173.5,2.03,1.9,1.97,1.925,1.833,1.833,1.97,1.925,NA,1.97,1.83,1.97,0.14
"878",878,878,878,"2015","13:10:00","Western Bulldogs","Fremantle","Marvel Stadium",88,101,NA,14,4,15,11,3.81,1.27,14,4.33,3.5,4.54,4.5,1.238,1.238,1.327,1.246,28.5,22.5,28.5,24.5,-28.5,-28.5,-22.5,-24.5,1.925,1.961,1.925,2,1.925,1.925,1.925,1.909,169.5,169.5,170.5,170.5,1.925,1.813,1.909,1.909,1.925,1.925,1.943,1.943,NA,3.81,1.27,3.81,2.54
"879",879,879,879,"2015","17:40:00","West Coast","Gold Coast","Domain Stadium",135,43,NA,21,9,6,7,1.1,7.05,14,1.139,1.105,1.139,1.107,6.2,6.2,8.36,8.23,-39.5,-43.5,-39.5,-39.5,39.5,39.5,43.5,39.5,1.925,1.909,1.952,1.833,1.925,1.909,1.98,2.09,150.5,150.5,158.5,157.5,1.925,1.793,1.9,1.99,1.925,1.925,1.98,1.862,NA,1.1,1.1,7.05,5.95
"880",880,880,880,"2015","19:20:00","Sydney","Geelong","ANZ Stadium",120,77,NA,18,12,11,11,1.21,4.42,14,1.285,1.208,1.285,1.208,3.84,3.84,5.08,5.08,-21.5,-31.5,-21.5,-31.5,21.5,21.5,31.5,31.5,1.925,1.943,1.925,1.943,1.925,1.925,1.961,1.961,164.5,164.5,165.5,165.5,1.925,1.9,1.884,1.847,1.925,1.925,2.01,2.01,NA,1.21,1.21,4.42,3.21
"881",881,881,881,"2015","16:35:00","Carlton","GWS Giants","Marvel Stadium",57,135,NA,9,3,19,21,2.55,1.51,14,2.85,2.45,2.85,2.73,1.454,1.454,1.606,1.518,18.5,10.5,18.5,13.5,-18.5,-18.5,-10.5,-13.5,1.925,1.862,1.925,2,1.925,1.925,2.03,1.909,187.5,187.5,191.5,189.5,1.925,1.769,1.9,1.961,1.925,1.925,1.952,1.892,NA,2.55,1.51,2.55,1.04
"882",882,882,882,"2015","14:10:00","Hawthorn","Melbourne","MCG",155,50,NA,24,11,7,8,1.08,7.9,14,1.133,1.074,1.143,1.074,6.41,6.41,10.25,10.25,-38.5,-46.5,-38.5,-46.5,38.5,38.5,46.5,46.5,1.925,1.925,1.925,1.925,1.925,1.925,1.98,1.98,173.5,173.5,176.5,176.5,1.925,1.833,1.99,1.9,1.925,1.925,1.952,1.952,NA,1.08,1.08,7.9,6.82
"883",883,883,883,"2015","13:15:00","Adelaide","St Kilda","Adelaide Oval",119,73,NA,18,11,10,13,1.22,4.36,14,1.181,1.181,1.266,1.232,5.2,4.21,5.2,4.69,-32.5,-32.5,-28.5,-30.5,32.5,28.5,32.5,30.5,1.925,1.813,1.98,1.8,1.925,1.917,2.05,2.13,189.5,189.5,189.5,189.5,1.925,1.925,1.99,1.99,1.925,1.862,1.925,1.862,NA,1.22,1.22,4.36,3.14
"884",884,884,884,"2015","19:50:00","Essendon","North Melbourne","Marvel Stadium",82,93,NA,12,10,13,15,2.88,1.42,14,2.65,2.4,3.31,3.22,1.512,1.384,1.609,1.4,10.5,10.5,17.5,16.5,-10.5,-17.5,-10.5,-16.5,1.925,1.862,2.02,2.02,1.925,1.884,1.99,1.884,176.5,174.5,176.5,174.5,1.925,1.862,1.925,1.862,1.925,1.862,1.925,1.99,NA,2.88,1.42,2.88,1.46
"885",885,885,885,"2015","16:10:00","Port Adelaide","West Coast","Adelaide Oval",68,78,NA,10,8,11,12,1.24,4.21,13,1.185,1.185,1.185,1.185,5.14,5.14,5.14,5.14,-30.5,-32.5,-30.5,-32.5,30.5,30.5,32.5,32.5,1.925,1.9,1.925,1.9,1.925,1.925,1.952,1.952,179.5,175.5,180.5,179.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,"The shaded totals were sourced from bet365.",1.24,1.24,4.21,2.97
"886",886,886,886,"2015","15:20:00","Carlton","Brisbane","Marvel Stadium",75,84,NA,11,9,12,12,1.31,3.53,13,1.277,1.25,1.277,1.25,3.91,3.91,4.19,4.19,-23.5,-25.5,-23.5,-25.5,23.5,23.5,25.5,25.5,1.925,1.813,1.925,1.813,1.925,1.925,2.05,2.05,188.5,186.5,188.5,186.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,"They have been used with Pinnacle Sports 1.925 even odds.",1.31,1.31,3.53,2.22
"887",887,887,887,"2015","18:10:00","Fremantle","Essendon","Domain Stadium",80,52,NA,12,8,7,10,1.2,4.68,13,1.268,1.268,1.268,1.268,4,4,4,4,-24.5,-24.5,-24.5,-24.5,24.5,24.5,24.5,24.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,160.5,155.5,160.5,155.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,"This is due to a data supply issue with Pinnacle Sports during the week.",1.2,1.2,4.68,3.48
"888",888,888,888,"2015","19:20:00","Melbourne","Sydney","MCG",50,88,NA,7,8,12,16,5.22,1.17,13,4.87,4.87,4.87,4.87,1.2,1.2,1.2,1.2,30.5,30.5,30.5,30.5,-30.5,-30.5,-30.5,-30.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,155.5,152.5,155.5,153.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,NA,5.22,1.17,5.22,4.05
"889",889,889,889,"2015","17:10:00","Gold Coast","Adelaide","Metricon Stadium",78,119,NA,11,12,18,11,5.24,1.17,13,6.18,6.18,6.18,6.18,1.14,1.14,1.14,1.14,38.5,38.5,38.5,38.5,-38.5,-38.5,-38.5,-38.5,1.925,1.925,1.97,1.97,1.925,1.884,1.925,1.884,186.5,186.5,187.5,187.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,NA,5.24,1.17,5.24,4.07
"890",890,890,890,"2015","16:35:00","GWS Giants","Hawthorn","Spotless Stadium",108,98,NA,16,12,14,14,3.71,1.28,13,4.09,4.09,4.09,4.09,1.259,1.259,1.259,1.259,29.5,27.5,29.5,27.5,-29.5,-29.5,-27.5,-27.5,1.925,1.862,1.925,1.862,1.925,1.925,1.99,1.99,182.5,182.5,189.5,189.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,NA,3.71,1.28,3.71,2.43
"891",891,891,891,"2015","14:10:00","Western Bulldogs","St Kilda","Marvel Stadium",87,94,NA,13,9,14,10,1.45,2.73,13,1.285,1.285,1.285,1.285,3.84,3.84,3.84,3.84,-24.5,-24.5,-24.5,-24.5,24.5,24.5,24.5,24.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,187.5,183.5,188.5,183.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,NA,1.45,1.45,2.73,1.28
"892",892,892,892,"2015","13:45:00","North Melbourne","Richmond","Blundstone Arena",109,74,NA,16,13,10,14,1.59,2.35,13,1.476,1.476,1.476,1.476,2.77,2.77,2.77,2.77,-13.5,-13.5,-13.5,-13.5,13.5,13.5,13.5,13.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,188.5,176.5,188.5,183.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,NA,1.59,1.59,2.35,0.76
"893",893,893,893,"2015","19:50:00","Collingwood","Geelong","MCG",59,100,NA,8,11,15,10,1.58,2.38,13,1.714,1.714,1.714,1.714,2.2,2.2,2.2,2.2,-5.5,-5.5,-5.5,-5.5,5.5,5.5,5.5,5.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,168.5,167.5,169.5,168.5,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,NA,1.58,1.58,2.38,0.8
"894",894,894,894,"2015","16:10:00","Adelaide","Port Adelaide","Adelaide Oval",91,115,NA,13,13,18,7,2.28,1.63,14,2.34,2.27,2.49,2.29,1.636,1.606,1.709,1.699,7.5,7.5,8.5,7.5,-7.5,-8.5,-7.5,-7.5,1.952,1.847,2.04,1.869,1.952,1.869,2.05,2.04,181.5,181.5,187.5,182.5,1.925,1.917,2.07,1.862,1.925,1.909,1.877,1.99,NA,2.28,1.63,2.28,0.65
"895",895,895,895,"2015","15:20:00","St Kilda","Essendon","Marvel Stadium",80,82,NA,11,14,11,16,5.64,1.14,14,5.45,5.11,6.2,5.83,1.169,1.158,1.2,1.172,35.5,35.5,40.5,40.5,-35.5,-40.5,-35.5,-40.5,1.952,1.925,1.952,1.952,1.952,1.952,1.952,1.952,182.5,178.5,182.5,178.5,1.925,1.9,2.05,1.9,1.925,1.847,1.925,1.952,NA,5.64,1.14,5.64,4.5
"896",896,896,896,"2015","13:10:00","Melbourne","Fremantle","MCG",50,118,NA,6,14,18,10,5.2,1.17,14,4.74,4.67,6.48,6.48,1.208,1.149,1.227,1.149,30.5,29.5,34.5,33.5,-30.5,-34.5,-29.5,-33.5,1.952,1.934,2.05,2.03,1.952,1.862,1.952,1.877,158.5,158.5,158.5,158.5,1.925,1.862,1.925,1.862,1.925,1.925,1.99,1.99,NA,5.2,1.17,5.2,4.03
"897",897,897,897,"2015","17:40:00","West Coast","GWS Giants","Domain Stadium",120,33,NA,18,12,4,9,1.67,2.22,14,1.578,1.578,1.74,1.74,2.47,2.22,2.49,2.22,-10.5,-10.5,-5.5,-5.5,10.5,5.5,10.5,5.5,1.952,1.925,2.01,2.01,1.952,1.9,1.952,1.9,187.5,187.5,190.5,189.5,1.628,1.628,1.98,1.925,2.36,2.36,1.925,1.925,NA,1.67,1.67,2.22,0.55
"898",898,898,898,"2015","19:20:00","North Melbourne","Hawthorn","Marvel Stadium",70,130,NA,10,10,19,16,3.32,1.33,14,3.24,3.18,3.89,3.81,1.37,1.303,1.4,1.312,19.5,19.5,23.5,23.5,-19.5,-23.5,-19.5,-23.5,1.952,1.925,2.01,1.98,1.952,1.9,1.952,1.925,195.5,194.5,197.5,196.5,1.925,1.934,1.884,1.952,1.925,1.917,2,1.9,NA,3.32,1.33,3.32,1.99
"899",899,899,899,"2015","16:35:00","Gold Coast","Brisbane","Metricon Stadium",118,54,NA,18,10,7,12,2.08,1.76,14,1.775,1.775,2.29,2.26,2.1,1.699,2.12,1.719,-2.5,-2.5,5.5,5.5,2.5,-5.5,2.5,-5.5,1.952,1.862,2.01,2.01,1.952,1.9,2.01,1.9,166.5,166.5,175.5,175.5,1.751,1.751,1.925,1.909,2.14,2.14,1.943,1.943,NA,2.08,1.76,2.08,0.32
"900",900,900,900,"2015","14:10:00","Sydney","Western Bulldogs","SCG",73,77,NA,10,13,11,11,1.15,5.36,14,1.185,1.158,1.192,1.17,5.14,5.14,6.15,5.89,-33.5,-36.5,-31.5,-31.5,33.5,31.5,36.5,31.5,1.952,1.925,1.99,1.925,1.952,1.917,1.98,1.98,145.5,145.5,154.5,153.5,1.925,1.787,2,1.892,1.925,1.925,1.99,1.961,NA,1.15,1.15,5.36,4.21
"901",901,901,901,"2015","13:45:00","Richmond","Geelong","MCG",76,85,NA,11,10,12,13,1.63,2.28,14,2.08,1.625,2.1,1.689,1.793,1.793,2.42,2.31,3.5,-9.5,3.5,-8.5,-3.5,-3.5,9.5,8.5,1.952,1.884,1.952,2.06,1.952,1.925,2.02,1.854,178.5,175.5,178.5,175.5,2.01,2.03,2.01,2.07,1.847,1.8,1.847,1.8,NA,1.63,1.63,2.28,0.65
"902",902,902,902,"2015","19:50:00","Carlton","Collingwood","MCG",45,120,NA,6,9,18,12,2.41,1.58,14,2.51,2.2,2.8,2.8,1.561,1.5,1.751,1.5,11.5,5.5,11.5,11.5,-11.5,-11.5,-5.5,-11.5,1.952,1.854,2.02,2.02,1.952,1.884,2.06,1.884,178.5,175.5,180.5,179.5,1.925,1.925,1.99,1.884,1.925,1.847,1.952,1.97,NA,2.41,1.58,2.41,0.83
"903",903,903,903,"2015","16:40:00","Western Bulldogs","Adelaide","Marvel Stadium",125,68,NA,18,17,10,8,3.59,1.29,14,4.12,3.69,4.29,3.73,1.257,1.256,1.327,1.322,24.5,23.5,27.5,23.5,-24.5,-27.5,-23.5,-23.5,1.952,1.909,2.01,1.909,1.952,1.9,2,2,182.5,182.5,187.5,187.5,1.925,1.925,1.952,1.847,1.925,1.925,2.01,2.01,NA,3.59,1.29,3.59,2.3
"904",904,904,904,"2015","15:20:00","Geelong","North Melbourne","GMHBA Stadium",67,83,NA,9,13,12,11,2.26,1.63,14,2.46,2.27,2.46,2.31,1.581,1.581,1.714,1.689,6.5,6.5,7.5,6.5,-6.5,-7.5,-6.5,-6.5,1.952,1.884,2.06,2,1.952,1.826,2.02,1.909,180.5,180.5,180.5,180.5,1.925,1.884,1.925,1.884,1.925,1.925,1.97,1.97,NA,2.26,1.63,2.26,0.63
"905",905,905,905,"2015","13:10:00","Brisbane","West Coast","Gabba",65,118,NA,9,11,17,16,2.7,1.46,14,3.43,2.47,3.43,2.47,1.338,1.338,1.613,1.613,14.5,13.5,16.5,13.5,-14.5,-16.5,-13.5,-13.5,1.952,1.854,1.917,1.854,1.952,1.98,2.06,2.06,181.5,181.5,184.5,184.5,1.925,1.925,2.01,2.01,1.925,1.925,1.98,1.847,NA,2.7,1.46,2.7,1.24
"906",906,906,906,"2015","18:45:00","Fremantle","Sydney","Domain Stadium",74,60,NA,11,8,8,12,1.6,2.36,14,1.675,1.549,1.675,1.609,2.26,2.26,2.64,2.48,-7.5,-10.5,-6.5,-10.5,7.5,6.5,10.5,10.5,1.952,1.909,1.97,2.02,1.952,1.884,2,1.884,166.5,161.5,166.5,161.5,1.925,1.769,2.09,1.769,1.925,1.943,1.925,2.11,NA,1.6,1.6,2.36,0.76
"907",907,907,907,"2015","19:10:00","Port Adelaide","Hawthorn","Adelaide Oval",99,91,NA,15,9,13,13,2.43,1.56,14,2.39,2.27,2.59,2.59,1.613,1.564,1.699,1.564,7.5,7.5,12.5,12.5,-7.5,-12.5,-7.5,-12.5,1.952,1.862,2.01,1.961,1.952,1.9,2.03,1.943,182.5,182.5,188.5,188.5,1.925,1.925,1.98,1.925,1.925,1.925,1.925,1.925,NA,2.43,1.56,2.43,0.87
