"","X.2","X.1","X","Date","Kick.Off..local.","Home.Team","Away.Team","Venue","Home.Score","Away.Score","Play.Off.Game.","Home.Goals","Home.Behinds","Away.Goals","Away.Behinds","Home.Odds","Away.Odds","Bookmakers.Surveyed","Home.Odds.Open","Home.Odds.Min","Home.Odds.Max","Home.Odds.Close","Away.Odds.Open","Away.Odds.Min","Away.Odds.Max","Away.Odds.Close","Home.Line.Open","Home.Line.Min","Home.Line.Max","Home.Line.Close","Away.Line.Open","Away.Line.Min","Away.Line.Max","Away.Line.Close","Home.Line.Odds.Open","Home.Line.Odds.Min","Home.Line.Odds.Max","Home.Line.Odds.Close","Away.Line.Odds.Open","Away.Line.Odds.Min","Away.Line.Odds.Max","Away.Line.Odds.Close","Total.Score.Open","Total.Score.Min","Total.Score.Max","Total.Score.Close","Total.Score.Over.Open","Total.Score.Over.Min","Total.Score.Over.Max","Total.Score.Over.Close","Total.Score.Under.Open","Total.Score.Under.Min","Total.Score.Under.Max","Total.Score.Under.Close","Notes","Home","Favorite","Underdog","Differential"
"43",43,43,43,"2019","19:10:00","Port Adelaide","Adelaide","Adelaide Oval",68,88,NA,9,14,13,10,2.27,1.62,9,2.1,2.02,2.35,2.25,1.75,1.6,1.8,1.68,4.5,2.5,7.5,7.5,-4.5,-7.5,-2.5,-7.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,162.5,162.5,163.5,162.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,NA,2.27,1.62,2.27,0.65
"44",44,44,44,"2019","19:25:00","St Kilda","West Coast","Marvel Stadium",70,88,NA,10,10,12,16,2.03,1.78,8,3.1,2.1,3.1,2.1,1.38,1.38,1.77,1.77,16.5,3.5,17.5,3.5,-16.5,-17.5,-3.5,-3.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,165.5,162.5,165.5,162.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,NA,2.03,1.78,2.03,0.25
"45",45,45,45,"2019","16:35:00","Gold Coast","Melbourne","Metricon Stadium",60,61,NA,9,6,8,13,3,1.38,9,3.25,2.8,3.25,3.1,1.35,1.35,1.44,1.4,19.5,15.5,20.5,18.5,-19.5,-20.5,-15.5,-18.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,161.5,160.5,161.5,160.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,NA,3,1.38,3,1.62
"46",46,46,46,"2019","13:45:00","Carlton","Collingwood","MCG",87,106,NA,13,9,16,10,6.56,1.11,9,5.75,5.75,8.5,7.25,1.14,1.07,1.14,1.11,36.5,36.5,46.5,37.5,-36.5,-46.5,-36.5,-37.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,165.5,163.5,165.5,164.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,NA,6.56,1.11,6.56,5.45
"47",47,47,47,"2019","13:45:00","Western Bulldogs","Brisbane","Marvel Stadium",92,76,NA,13,14,11,10,1.65,2.22,9,1.75,1.54,1.75,1.68,2.1,2.1,2.5,2.25,-4.5,-10.5,-4.5,-6.5,4.5,4.5,10.5,6.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,163.5,159.5,163.5,162.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,NA,1.65,1.65,2.22,0.57
"48",48,48,48,"2019","19:50:00","Sydney","Essendon","SCG",77,72,NA,11,11,10,12,2.7,1.46,9,2.3,2.3,2.75,2.75,1.62,1.45,1.62,1.48,7.5,7.5,13.5,13.5,-7.5,-13.5,-7.5,-13.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,163.5,159.5,165.5,163.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,NA,2.7,1.46,2.7,1.24
"49",49,49,49,"2019","16:10:00","Adelaide","Fremantle","Adelaide Oval",51,34,NA,7,9,5,4,1.32,3.38,9,1.36,1.3,1.38,1.35,3.2,3.1,3.6,3.35,-18.5,-21.5,-18.5,-21.5,18.5,18.5,21.5,21.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,163.5,163.5,167.5,167.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.32,1.32,3.38,2.06
"50",50,50,50,"2019","15:20:00","Geelong","Essendon","MCG",86,54,NA,13,8,7,12,1.62,2.29,9,1.58,1.47,1.63,1.63,2.4,2.3,2.7,2.35,-8.5,-14.5,-7.5,-10.5,8.5,7.5,14.5,10.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,171.5,171.5,173.5,173.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.62,1.62,2.29,0.67
"51",51,51,51,"2019","13:10:00","Carlton","North Melbourne","Marvel Stadium",62,120,NA,8,14,18,12,2.56,1.5,9,2.55,1.82,2.68,2.68,1.52,1.5,2,1.5,10.5,-2.5,14.5,14.5,-10.5,-14.5,2.5,-14.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,162.5,162.5,164.5,164.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,2.56,1.5,2.56,1.06
"52",52,52,52,"2019","18:10:00","West Coast","Gold Coast","Optus Stadium",80,57,NA,11,14,8,9,1.06,9.05,9,1.04,1.03,1.08,1.07,11,8.5,12,10,-51.5,-54.5,-45.5,-45.5,51.5,45.5,54.5,45.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,153.5,150.5,156.5,156.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.06,1.06,9.05,7.99
"53",53,53,53,"2019","19:25:00","Western Bulldogs","Richmond","Marvel Stadium",99,52,NA,15,9,7,10,2.85,1.42,9,3.85,2.8,4.2,2.85,1.27,1.23,1.47,1.45,22.5,14.5,26.5,14.5,-22.5,-26.5,-14.5,-14.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,162.5,162.5,164.5,164.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,2.85,1.42,2.85,1.43
"54",54,54,54,"2019","16:35:00","Brisbane","Sydney","Gabba",103,81,NA,14,19,12,9,1.39,2.97,9,1.62,1.38,1.62,1.42,2.3,2.3,3.1,3,-7.5,-18.5,-7.5,-17.5,7.5,7.5,18.5,17.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,168.5,157.5,168.5,158.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,NA,1.39,1.39,2.97,1.58
"55",55,55,55,"2019","13:45:00","GWS Giants","St Kilda","UNSW Canberra Oval",114,70,NA,18,6,10,10,1.27,3.74,8,1.27,1.21,1.28,1.27,3.85,3.75,4.5,4,-23.5,-31.5,-23.5,-24.5,23.5,23.5,31.5,24.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,161.5,161.5,167.5,167.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.27,1.27,3.74,2.47
"56",56,56,56,"2019","13:45:00","Melbourne","Hawthorn","MCG",79,74,NA,11,13,11,8,2.18,1.68,9,1.72,1.72,2.25,2.25,2.15,1.68,2.15,1.68,-4.5,-4.5,6.5,6.5,4.5,-6.5,4.5,-6.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,167.5,161.5,167.5,161.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,NA,2.18,1.68,2.18,0.5
"57",57,57,57,"2019","19:50:00","Collingwood","Port Adelaide","Marvel Stadium",108,69,NA,15,18,10,9,1.31,3.47,9,1.31,1.28,1.38,1.28,3.5,3.1,3.85,3.85,-21.5,-23.5,-17.5,-22.5,21.5,17.5,23.5,22.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,164.5,164.5,167.5,167.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.31,1.31,3.47,2.16
"58",58,58,58,"2019","16:40:00","Geelong","West Coast","GMHBA Stadium",104,46,NA,15,14,7,4,1.31,3.4,9,1.62,1.3,1.62,1.3,2.3,2.3,3.7,3.7,-7.5,-23.5,-7.5,-23.5,7.5,7.5,23.5,23.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,165.5,160.5,165.5,161.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,NA,1.31,1.31,3.4,2.09
"59",59,59,59,"2019","15:20:00","Hawthorn","Carlton","University of Tasmania Stadium",93,88,NA,13,15,13,10,1.31,3.36,9,1.19,1.19,1.38,1.3,4.8,3.2,4.8,3.7,-30.5,-30.5,-18.5,-21.5,30.5,18.5,30.5,21.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,163.5,163.5,165.5,163.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.31,1.31,3.36,2.05
"60",60,60,60,"2019","18:10:00","Fremantle","Western Bulldogs","Optus Stadium",88,69,NA,13,10,9,15,1.42,2.84,9,1.65,1.38,1.65,1.44,2.25,2.25,3.1,2.9,-6.5,-18.5,-6.5,-15.5,6.5,6.5,18.5,15.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,165.5,164.5,166.5,166.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.42,1.42,2.84,1.42
"61",61,61,61,"2019","19:25:00","Sydney","GWS Giants","SCG",79,120,NA,12,7,18,12,2.97,1.39,9,2.55,2.25,3.2,3.2,1.52,1.38,1.65,1.38,11.5,8.5,18.5,18.5,-11.5,-18.5,-8.5,-18.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,164.5,161.5,164.5,161.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,NA,2.97,1.39,2.97,1.58
"62",62,62,62,"2019","16:35:00","St Kilda","Adelaide","Marvel Stadium",68,97,NA,10,8,15,7,1.8,2.01,8,2.35,1.8,2.35,1.8,1.6,1.6,2.05,2.05,8.5,-2.5,8.5,-2.5,-8.5,-8.5,2.5,2.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,168.5,168.5,169.5,168.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.8,1.8,2.01,0.21
"63",63,63,63,"2019","13:45:00","Gold Coast","Brisbane","Metricon Stadium",62,111,NA,9,8,16,15,2.91,1.4,9,2.8,2.45,3.1,3,1.44,1.4,1.56,1.42,15.5,10.5,17.5,17.5,-15.5,-17.5,-10.5,-17.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,174.5,170.5,174.5,170.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,NA,2.91,1.4,2.91,1.51
"64",64,64,64,"2019","19:20:00","Port Adelaide","North Melbourne","Adelaide Oval",88,72,NA,12,16,11,6,1.25,3.99,9,1.5,1.22,1.5,1.24,2.6,2.6,4.5,4.25,-12.5,-27.5,-12.5,-26.5,12.5,12.5,27.5,26.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,173.5,169.5,173.5,169.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,NA,1.25,1.25,3.99,2.74
"65",65,65,65,"2019","15:20:00","Essendon","Collingwood","MCG",69,73,NA,10,9,10,13,2.53,1.52,9,2.75,2.3,2.75,2.62,1.45,1.45,1.63,1.52,14.5,8.5,14.5,12.5,-14.5,-14.5,-8.5,-12.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,168.5,168.5,176.5,175.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,2.53,1.52,2.53,1.01
"66",66,66,66,"2019","19:35:00","Richmond","Melbourne","MCG",85,42,NA,12,13,6,6,1.48,2.64,8,1.72,1.38,1.72,1.5,2.15,2.15,3.1,2.68,-4.5,-16.5,-4.5,-13.5,4.5,4.5,16.5,13.5,1.91,1.82,1.91,1.91,1.91,1.91,2,1.91,166.5,166.5,173.5,173.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.48,1.48,2.64,1.16
"67",67,67,67,"2019","15:20:00","Hawthorn","Geelong","MCG",90,113,NA,13,12,17,11,2.65,1.48,9,2.55,2.4,2.9,2.68,1.52,1.42,1.58,1.5,11.5,9.5,15.5,12.5,-11.5,-15.5,-9.5,-12.5,1.9,1.91,1.91,1.91,1.9,1.91,1.91,1.91,166.5,162.5,166.5,163.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,NA,2.65,1.48,2.65,1.17
"68",68,68,68,"2019","16:10:00","Adelaide","Gold Coast","Adelaide Oval",119,46,NA,18,11,6,10,1.18,4.82,9,1.09,1.09,1.21,1.19,7.5,4.5,7.5,5,-40.5,-40.5,-27.5,-34.5,40.5,27.5,40.5,34.5,1.9,1.9,1.91,1.91,1.9,1.91,1.91,1.91,143.5,143.5,159.5,159.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.18,1.18,4.82,3.64
"69",69,69,69,"2019","13:10:00","Western Bulldogs","Carlton","Marvel Stadium",57,101,NA,7,15,15,11,1.36,3.14,9,1.38,1.38,1.42,1.38,3.1,3,3.2,3.2,-17.5,-19.5,-16.5,-19.5,17.5,16.5,19.5,19.5,1.9,1.91,1.91,1.91,1.9,1.91,1.91,1.91,155.5,155.5,160.5,160.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.36,1.36,3.14,1.78
"70",70,70,70,"2019","19:25:00","Richmond","Sydney","Marvel Stadium",89,67,NA,13,11,10,7,1.45,2.75,9,1.82,1.42,1.82,1.48,2,2,2.9,2.75,-2.5,-16.5,-2.5,-13.5,2.5,2.5,16.5,13.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,165.5,165.5,169.5,169.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.45,1.45,2.75,1.3
"71",71,71,71,"2019","16:35:00","Melbourne","St Kilda","MCG",55,95,NA,7,13,15,5,1.42,2.88,8,1.23,1.23,1.45,1.45,4.2,2.8,4.2,2.85,-25.5,-25.5,-15.5,-15.5,25.5,15.5,25.5,15.5,1.9,1.9,1.91,1.91,1.9,1.91,1.91,1.91,164.5,164.5,173.5,173.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.42,1.42,2.88,1.46
"72",72,72,72,"2019","13:45:00","GWS Giants","Fremantle","UNSW Canberra Oval",82,106,NA,11,16,16,10,1.14,5.57,9,1.17,1.12,1.2,1.13,5.25,4.6,6.5,6.5,-30.5,-37.5,-30.5,-35.5,30.5,30.5,37.5,35.5,1.9,1.91,1.91,1.91,1.9,1.9,1.91,1.91,154.5,154.5,163.5,163.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.14,1.14,5.57,4.43
"73",73,73,73,"2019","18:10:00","West Coast","Port Adelaide","Optus Stadium",53,95,NA,8,5,13,17,1.25,3.89,9,1.2,1.2,1.3,1.3,4.6,3.7,4.6,3.7,-29.5,-30.5,-22.5,-22.5,29.5,22.5,30.5,22.5,1.9,1.91,1.91,1.91,1.9,1.91,1.91,1.91,150.5,146.5,155.5,147.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,NA,1.25,1.25,3.89,2.64
"74",74,74,74,"2019","16:20:00","North Melbourne","Essendon","Marvel Stadium",58,116,NA,7,16,17,14,2.19,1.67,9,2.35,2.15,2.55,2.22,1.6,1.52,1.72,1.7,8.5,5.5,11.5,5.5,-8.5,-11.5,-5.5,-5.5,1.9,1.91,1.91,1.91,1.9,1.91,1.91,1.91,172.5,172.5,179.5,179.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,2.19,1.67,2.19,0.52
"75",75,75,75,"2019","19:35:00","Brisbane","Collingwood","Gabba",61,123,NA,8,13,18,15,2.25,1.64,9,2.4,2.25,2.45,2.25,1.58,1.56,1.68,1.68,9.5,7.5,10.5,7.5,-9.5,-10.5,-7.5,-7.5,1.9,1.91,1.91,1.91,1.9,1.91,1.91,1.91,162.5,162.5,173.5,173.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,2.25,1.64,2.25,0.61
"76",76,76,76,"2019","15:20:00","St Kilda","Hawthorn","Marvel Stadium",74,69,NA,10,14,10,9,2.64,1.47,8,3.25,2.62,3.25,2.62,1.35,1.35,1.52,1.52,19.5,12.5,19.5,12.5,-19.5,-19.5,-12.5,-12.5,1.9,1.91,1.9,1.91,1.9,1.9,1.91,1.91,169.5,169.5,170.5,170.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,2.64,1.47,2.64,1.17
"77",77,77,77,"2019","14:40:00","Gold Coast","Carlton","Metricon Stadium",59,57,NA,8,11,8,9,1.71,2.13,9,1.85,1.56,2.05,1.7,1.97,1.78,2.45,2.22,-1.5,-10.5,3.5,-5.5,1.5,-3.5,10.5,5.5,1.9,1.91,1.9,1.91,1.9,1.9,1.91,1.91,158.5,158.5,161.5,160.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,NA,1.71,1.71,2.13,0.42
"78",78,78,78,"2019","18:10:00","West Coast","Fremantle","Optus Stadium",69,56,NA,10,9,7,14,1.12,6.03,9,1.31,1.12,1.31,1.12,3.5,3.5,6.75,6.75,-23.5,-38.5,-23.5,-38.5,23.5,23.5,38.5,38.5,1.9,1.91,1.9,1.91,1.9,1.9,1.91,1.91,158.5,158.5,164.5,164.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.12,1.12,6.03,4.91
"79",79,79,79,"2019","19:25:00","North Melbourne","Adelaide","Marvel Stadium",71,59,NA,9,17,8,11,1.84,1.95,9,2.35,1.83,2.45,1.83,1.6,1.56,2.02,2.02,8.5,-2.5,9.5,-2.5,-8.5,-9.5,2.5,2.5,1.9,1.91,1.9,1.91,1.9,1.9,1.91,1.91,181.5,181.5,181.5,181.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.84,1.84,1.95,0.11
"80",80,80,80,"2019","16:05:00","Port Adelaide","Richmond","Adelaide Oval",92,99,NA,14,8,15,9,1.29,3.6,9,1.91,1.28,1.91,1.28,1.91,1.91,3.85,3.85,1.5,-25.5,1.5,-24.5,-1.5,-1.5,25.5,24.5,1.87,1.91,1.87,1.91,1.95,1.95,1.91,1.91,167.5,167.5,169.5,168.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.29,1.29,3.6,2.31
"81",81,81,81,"2019","14:10:00","Essendon","Brisbane","MCG",112,65,NA,17,10,9,11,1.75,2.07,9,1.75,1.7,1.91,1.72,2.1,1.91,2.18,2.18,-3.5,-6.5,-1.5,-5.5,3.5,1.5,6.5,5.5,1.93,1.93,1.95,1.91,1.89,1.87,1.89,1.91,186.5,185.5,187.5,185.5,1.87,1.91,1.89,1.91,1.91,1.91,1.89,1.91,NA,1.75,1.75,2.07,0.32
"82",82,82,82,"2019","13:45:00","Geelong","GWS Giants","GMHBA Stadium",75,79,NA,11,9,11,13,1.43,2.79,9,1.35,1.33,1.45,1.45,3.25,2.8,3.35,2.85,-18.5,-20.5,-15.5,-15.5,18.5,15.5,20.5,15.5,1.9,1.9,1.91,1.91,1.9,1.9,1.9,1.91,163.5,163.5,168.5,168.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.43,1.43,2.79,1.36
"83",83,83,83,"2019","19:50:00","Collingwood","Western Bulldogs","MCG",78,64,NA,11,12,9,10,1.28,3.68,9,1.21,1.18,1.3,1.3,4.5,3.7,5,3.7,-27.5,-32.5,-22.5,-22.5,27.5,22.5,32.5,22.5,1.9,1.9,1.91,1.91,1.9,1.91,1.91,1.91,168.5,168.5,172.5,171.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.28,1.28,3.68,2.4
"84",84,84,84,"2019","19:20:00","Sydney","Melbourne","SCG",78,100,NA,11,12,15,10,1.71,2.13,9,1.91,1.65,1.91,1.77,1.91,1.91,2.25,2.1,-1.5,-6.5,-1.5,-3.5,1.5,1.5,6.5,3.5,1.95,1.91,1.95,1.91,1.87,1.87,1.91,1.91,165.5,165.5,165.5,165.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.71,1.71,2.13,0.42
"85",85,85,85,"2019","15:20:00","Fremantle","St Kilda","Optus Stadium",71,66,NA,11,5,9,12,1.37,3.1,8,1.23,1.23,1.44,1.4,4.2,2.8,4.2,3.1,-27.5,-27.5,-14.5,-17.5,27.5,14.5,27.5,17.5,1.9,1.9,1.91,1.91,1.9,1.91,1.91,1.91,165.5,165.5,168.5,168.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.37,1.37,3.1,1.73
"86",86,86,86,"2019","15:20:00","Hawthorn","North Melbourne","MCG",87,71,NA,13,9,10,11,1.51,2.57,9,1.44,1.44,1.56,1.56,2.8,2.5,2.85,2.5,-14.5,-16.5,-11.5,-11.5,14.5,11.5,16.5,11.5,1.9,1.91,1.91,1.91,1.9,1.91,1.91,1.91,177.5,177.5,180.5,180.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.51,1.51,2.57,1.06
"87",87,87,87,"2019","14:20:00","Western Bulldogs","Gold Coast","Marvel Stadium",68,73,NA,9,14,10,13,1.19,4.75,9,1.13,1.13,1.2,1.19,6,4.6,6,5,-37.5,-37.5,-30.5,-31.5,37.5,30.5,37.5,31.5,1.9,1.9,1.91,1.91,1.9,1.91,1.91,1.91,168.5,168.5,170.5,170.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.19,1.19,4.75,3.56
"88",88,88,88,"2019","18:25:00","Brisbane","Port Adelaide","Gabba",107,90,NA,16,11,13,12,1.6,2.33,9,1.82,1.6,1.82,1.6,2,2,2.4,2.4,-2.5,-9.5,-2.5,-8.5,2.5,2.5,9.5,8.5,1.9,1.91,1.91,1.91,1.9,1.9,1.91,1.91,173.5,173.5,178.5,178.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.6,1.6,2.33,0.73
"89",89,89,89,"2019","19:25:00","Collingwood","West Coast","MCG",76,98,NA,11,10,15,8,1.38,3.05,9,1.5,1.36,1.5,1.36,2.6,2.6,3.3,3.3,-12.5,-19.5,-12.5,-19.5,12.5,12.5,19.5,19.5,1.9,1.91,1.9,1.91,1.9,1.9,1.91,1.91,166.5,164.5,166.5,165.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,NA,1.38,1.38,3.05,1.67
"90",90,90,90,"2019","16:35:00","GWS Giants","Richmond","Spotless Stadium",125,76,NA,19,11,10,16,1.53,2.54,9,2,1.5,2,1.5,1.82,1.82,2.68,2.68,2.5,-13.5,2.5,-13.5,-2.5,-2.5,13.5,13.5,1.9,1.91,1.9,1.91,1.9,1.9,1.91,1.91,164.5,162.5,166.5,166.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,1.53,1.53,2.54,1.01
"91",91,91,91,"2019","13:45:00","Carlton","Sydney","Marvel Stadium",74,93,NA,10,14,14,9,2.73,1.46,9,3.85,2.5,3.85,2.8,1.27,1.27,1.56,1.47,23.5,10.5,23.5,14.5,-23.5,-23.5,-10.5,-14.5,1.9,1.91,1.91,1.91,1.9,1.9,1.91,1.91,166.5,165.5,167.5,165.5,1.89,1.91,1.91,1.91,1.89,1.91,1.91,1.91,NA,2.73,1.46,2.73,1.27
"92",92,92,92,"2019","19:50:00","Melbourne","Essendon","MCG",112,130,NA,18,4,20,10,1.45,2.78,9,1.44,1.4,1.52,1.47,2.8,2.6,3,2.8,-14.5,-16.5,-12.5,-15.5,14.5,12.5,16.5,15.5,1.9,1.91,1.91,1.91,1.9,1.91,1.91,1.91,171.5,169.5,171.5,170.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,NA,1.45,1.45,2.78,1.33
"93",93,93,93,"2019","19:20:00","Adelaide","Geelong","Adelaide Oval",75,99,NA,10,15,14,15,2.04,1.78,8,1.54,1.52,2.1,2.1,2.5,1.77,2.55,1.77,-10.5,-11.5,3.5,3.5,10.5,-3.5,11.5,-3.5,1.9,1.91,1.91,1.91,1.9,1.91,1.91,1.91,169.5,166.5,169.5,169.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,NA,2.04,1.78,2.04,0.26
"94",94,94,94,"2019","15:40:00","Gold Coast","Fremantle","Metricon Stadium",61,58,NA,7,19,8,10,3.02,1.39,9,4.2,3,4.2,3.1,1.23,1.23,1.42,1.4,26.5,17.5,26.5,17.5,-26.5,-26.5,-17.5,-17.5,1.9,1.91,1.9,1.91,1.9,1.9,1.91,1.91,176.5,172.5,178.5,172.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,NA,3.02,1.39,3.02,1.63
"95",95,95,95,"2019","15:20:00","Hawthorn","Western Bulldogs","MCG",87,106,NA,13,9,16,10,1.4,2.96,9,1.44,1.36,1.44,1.4,2.8,2.8,3.2,3.1,-17.5,-19.5,-16.5,-19.5,17.5,16.5,19.5,19.5,1.9,1.91,1.91,1.91,1.9,1.91,1.91,1.91,176.5,168.5,176.5,168.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,NA,1.4,1.4,2.96,1.56
"96",96,96,96,"2019","13:10:00","North Melbourne","Brisbane","Marvel Stadium",87,107,NA,13,9,16,11,1.81,2,9,1.82,1.82,1.91,1.85,2,1.91,2,2,-2.5,-2.5,-1.5,-2.5,2.5,1.5,2.5,2.5,1.9,1.9,1.97,1.91,1.9,1.85,1.91,1.91,188.5,185.5,188.5,185.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,NA,1.81,1.81,2,0.19
"97",97,97,97,"2019","17:10:00","West Coast","GWS Giants","Optus Stadium",104,52,NA,16,8,7,10,1.48,2.68,9,1.42,1.38,1.48,1.45,2.9,2.65,3.1,2.85,-15.5,-18.5,-12.5,-14.5,15.5,12.5,18.5,14.5,1.9,1.93,1.93,1.91,1.9,1.89,1.89,1.91,173.5,164.5,173.5,164.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,NA,1.48,1.48,2.68,1.2
"98",98,98,98,"2019","19:25:00","Geelong","Melbourne","GMHBA Stadium",126,46,NA,20,6,6,10,1.57,2.41,9,1.56,1.52,1.6,1.58,2.45,2.35,2.55,2.45,-9.5,-11.5,-9.5,-10.5,9.5,9.5,11.5,10.5,1.9,1.9,1.91,1.91,1.9,1.9,1.9,1.91,172.5,160.5,172.5,160.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,NA,1.57,1.57,2.41,0.84
"99",99,99,99,"2019","16:40:00","Port Adelaide","Carlton","Adelaide Oval",88,72,NA,13,10,11,6,1.18,4.96,9,1.22,1.15,1.22,1.16,4.35,4.35,5.6,5.6,-29.5,-34.5,-29.5,-33.5,29.5,29.5,34.5,33.5,1.9,1.9,1.9,1.91,1.9,1.9,1.9,1.91,171.5,168.5,171.5,169.5,1.91,1.89,1.91,1.91,1.91,1.89,1.91,1.91,NA,1.18,1.18,4.96,3.78
"100",100,100,100,"2019","16:35:00","Essendon","St Kilda","Marvel Stadium",65,76,NA,9,11,10,16,1.36,3.21,8,1.28,1.28,1.38,1.38,3.75,3.2,3.75,3.2,-22.5,-22.5,-19.5,-19.5,22.5,19.5,22.5,19.5,1.9,1.9,1.91,1.91,1.9,1.91,1.9,1.91,179.5,177.5,179.5,177.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,NA,1.36,1.36,3.21,1.85
