"","Season","Date","Round","Team","Opposition","Out","Reason"
"6693","2018","Jul 29, 2018","19","Port Adelaide","Western Bulldogs","Sam Gray","Omitted"
"6694","2018","Jul 29, 2018","19","Port Adelaide","Western Bulldogs","Jack Trengove","Omitted"
"6695","2018","Jul 29, 2018","19","Port Adelaide","Western Bulldogs","Karl Amon","Injured"
"6696","2018","Jul 29, 2018","19","Port Adelaide","Western Bulldogs","Dougal Howard","Injured"
"6697","2018","Jul 29, 2018","19","Port Adelaide","Western Bulldogs","Lindsay Thomas","Omitted"
"6698","2018","Aug 03, 2018","20","Richmond","Geelong Cats","Dion Prestia","Injured"
"6699","2018","Aug 03, 2018","20","Richmond","Geelong Cats","Nathan Broad","Injured"
"6700","2018","Aug 03, 2018","20","Geelong Cats","Richmond","Rhys Stanley","Injured"
"6701","2018","Aug 03, 2018","20","Geelong Cats","Richmond","Tom Stewart","Injured"
"6702","2018","Aug 03, 2018","20","Geelong Cats","Richmond","Quinton Narkle","Rested"
"6703","2018","Aug 04, 2018","20","Hawthorn","Essendon","Jonathan O'Rourke","Omitted"
"6704","2018","Aug 04, 2018","20","Essendon","Hawthorn","Matt Dea","Injured"
"6705","2018","Aug 04, 2018","20","Essendon","Hawthorn","Matt Guelfi","Illness"
"6706","2018","Aug 04, 2018","20","Brisbane Lions","North Melbourne","Ryan Lester","Omitted"
"6707","2018","Aug 04, 2018","20","Brisbane Lions","North Melbourne","Jake Barrett","Omitted"
"6708","2018","Aug 04, 2018","20","North Melbourne","Brisbane Lions","Shaun Higgins","Injured"
"6709",NA,"NA NA NA","",NA,NA,"Jake Kelly","Omitted"
"6710",NA,"NA NA NA","",NA,NA,"Mitch McGovern","Injured"
"6711",NA,"NA NA NA","",NA,NA,"Kyle Cheney","Suspension"
"6712",NA,"NA NA NA","",NA,NA,"Paul Seedsman","Injured"
"6713","2018","Aug 04, 2018","20","St Kilda","Western Bulldogs","Sam Gilbert","Omitted"
"6714","2018","Aug 04, 2018","20","St Kilda","Western Bulldogs","Rowan Marshall","Omitted"
"6715","2018","Aug 04, 2018","20","St Kilda","Western Bulldogs","Shane Savage","Injured"
"6716","2018","Aug 04, 2018","20","St Kilda","Western Bulldogs","Maverick Weller","Injured"
"6717","2018","Aug 04, 2018","20","Western Bulldogs","St Kilda","Fletcher Roberts","Omitted"
"6718","2018","Aug 04, 2018","20","Western Bulldogs","St Kilda","Mitch Honeychurch","Omitted"
"6719","2018","Aug 04, 2018","20","Western Bulldogs","St Kilda","Marcus Adams","Injured"
"6720","2018","Aug 04, 2018","20","Sydney Swans","Collingwood","Robbie Fox","Omitted"
"6721","2018","Aug 04, 2018","20","Sydney Swans","Collingwood","Colin O'Riordan","Injured"
"6722","2018","Aug 04, 2018","20","Sydney Swans","Collingwood","Zak Jones","Suspension"
"6723","2018","Aug 04, 2018","20","Sydney Swans","Collingwood","Heath Grundy","Health"
"6724","2018","Aug 04, 2018","20","Collingwood","Sydney Swans","Matthew Scharenberg","Injured"
"6725","2018","Aug 04, 2018","20","Collingwood","Sydney Swans","Jeremy Howe","Injured"
"6726","2018","Aug 05, 2018","20","Carlton","GWS Giants","Jacob Weitering","Injured"
"6727","2018","Aug 05, 2018","20","Carlton","GWS Giants","Jack Silvagni","Injured"
"6728","2018","Aug 05, 2018","20","GWS Giants","Carlton","Sam J. Reid","Injured"
"6729","2018","Aug 05, 2018","20","GWS Giants","Carlton","Tim Taranto","Injured"
"6730","2018","Aug 05, 2018","20","GWS Giants","Carlton","Dylan Shiel","Injured"
"6731","2018","Aug 05, 2018","20","Melbourne","Gold Coast Suns","Jake Melksham","Injured"
"6732","2018","Aug 05, 2018","20","Gold Coast Suns","Melbourne","David Swallow","Injured"
"6733","2018","Aug 05, 2018","20","Gold Coast Suns","Melbourne","Jarryd Lyons","Omitted"
"6734","2018","Aug 05, 2018","20","Gold Coast Suns","Melbourne","Rory Thompson","Injured"
"6735","2018","Aug 05, 2018","20","Gold Coast Suns","Melbourne","Steven May","Suspension"
"6736","2018","Aug 05, 2018","20","Gold Coast Suns","Melbourne","Jesse Joyce","Omitted"
"6737","2018","Aug 05, 2018","20","West Coast Eagles","Fremantle","Dom Sheed","Omitted"
"6738","2018","Aug 05, 2018","20","West Coast Eagles","Fremantle","Jake Waterman","Omitted"
"6739","2018","Aug 05, 2018","20","West Coast Eagles","Fremantle","Jack Petruccelle","Omitted"
"6740","2018","Aug 05, 2018","20","Fremantle","West Coast Eagles","Cameron Sutcliffe","Injured"
"6741","2018","Aug 05, 2018","20","Fremantle","West Coast Eagles","Joel Hamling","Injured"
"6742","2018","Aug 05, 2018","20","Fremantle","West Coast Eagles","Taylin Duman","Omitted"
"6743","2018","Aug 05, 2018","20","Fremantle","West Coast Eagles","Tommy Sheridan","Omitted"
"6744","2018","Aug 05, 2018","20","Fremantle","West Coast Eagles","Stefan Giro","Omitted"
"6745","2018","Aug 05, 2018","20","Fremantle","West Coast Eagles","Scott Jones","Omitted"
"6746","2018","Aug 10, 2018","21","Essendon","St Kilda","Nick Coffield","Omitted"
"6747","2018","Aug 10, 2018","21","Essendon","St Kilda","Luke Dunstan","Omitted"
"6748","2018","Aug 10, 2018","21","Essendon","St Kilda","Hunter Clark","Omitted"
"6749","2018","Aug 10, 2018","21","Essendon","St Kilda","Tom Hickey","Injured"
"6750","2018","Aug 10, 2018","21","Essendon","St Kilda","Josh Battle","Injured"
"6751","2018","Aug 11, 2018","21","Hawthorn","Geelong Cats","Jarryd Roughead","Injured"
"6752","2018","Aug 11, 2018","21","Hawthorn","Geelong Cats","Brendan Whitecross","Illness"
"6753","2018","Aug 11, 2018","21","Geelong Cats","Hawthorn","Jed Bews","Injured"
"6754","2018","Aug 11, 2018","21","Geelong Cats","Hawthorn","Jackson Thurlow","Omitted"
"6755","2018","Aug 11, 2018","21","Geelong Cats","Hawthorn","Jamaine Jones","Omitted"
"6756","2018","Aug 11, 2018","21","Geelong Cats","Hawthorn","Ryan Abbott","Omitted"
"6757","2018","Aug 11, 2018","21","Geelong Cats","Hawthorn","Jordan Cunico","Omitted"
"6758","2018","Aug 11, 2018","21","Gold Coast Suns","Richmond","Jacob Heron","Omitted"
"6759","2018","Aug 11, 2018","21","Gold Coast Suns","Richmond","Peter Wright","Injured"
"6760","2018","Aug 11, 2018","21","Gold Coast Suns","Richmond","Jesse Lonergan","Injured"
"6761","2018","Aug 11, 2018","21","Gold Coast Suns","Richmond","Jacob Dawson","Omitted"
"6762","2018","Aug 11, 2018","21","Gold Coast Suns","Richmond","Sean Lemmens","Injured"
"6763","2018","Aug 11, 2018","21","Gold Coast Suns","Richmond","Max Spencer","Omitted"
"6764","2018","Aug 11, 2018","21","Richmond","Gold Coast Suns","Toby Nankervis","Injured"
"6765","2018","Aug 11, 2018","21","Richmond","Gold Coast Suns","Liam Baker","Omitted"
"6766","2018","Aug 11, 2018","21","Richmond","Gold Coast Suns","Connor Menadue","Omitted"
"6767","2018","Aug 11, 2018","21","Richmond","Gold Coast Suns","Sam Lloyd","Omitted"
"6768","2018","Aug 11, 2018","21","Richmond","Gold Coast Suns","Jacob Townsend","Omitted"
"6769","2018","Aug 11, 2018","21","Port Adelaide","West Coast Eagles","Riley Bonner","Omitted"
"6770","2018","Aug 11, 2018","21","Port Adelaide","West Coast Eagles","Jack Hombsch","Omitted"
"6771","2018","Aug 11, 2018","21","Port Adelaide","West Coast Eagles","Sam Powell-Pepper","Omitted"
"6772","2018","Aug 11, 2018","21","West Coast Eagles","Port Adelaide","Andrew Gaff","Suspension"
"6773","2018","Aug 11, 2018","21","West Coast Eagles","Port Adelaide","Will Schofield","Injured"
"6774","2018","Aug 11, 2018","21","Collingwood","Brisbane Lions","Darcy Moore","Injured"
"6775","2018","Aug 11, 2018","21","Collingwood","Brisbane Lions","Callum Brown","Omitted"
"6776","2018","Aug 11, 2018","21","Collingwood","Brisbane Lions","Josh Daicos","Omitted"
"6777","2018","Aug 11, 2018","21","Brisbane Lions","Collingwood","Ryan Bastinac","Omitted"
"6778","2018","Aug 11, 2018","21","GWS Giants","Adelaide Crows","Brett Deledio","Injured"
"6779","2018","Aug 11, 2018","21","GWS Giants","Adelaide Crows","Dawson Simpson","Injured"
"6780","2018","Aug 11, 2018","21","GWS Giants","Adelaide Crows","Sam Taylor","Injured"
"6781","2018","Aug 11, 2018","21","GWS Giants","Adelaide Crows","Toby Greene","Injured"
"6782","2018","Aug 11, 2018","21","GWS Giants","Adelaide Crows","Matt de Boer","Injured"
"6783","2018","Aug 11, 2018","21","Adelaide Crows","GWS Giants","Daniel Talia","Injured"
"6784","2018","Aug 11, 2018","21","Adelaide Crows","GWS Giants","Riley Knight","Injured"
"6785","2018","Aug 12, 2018","21","North Melbourne","Western Bulldogs","Nathan Hrovat","Omitted"
"6786","2018","Aug 12, 2018","21","Western Bulldogs","North Melbourne","Roarke Smith","Rested"
"6787","2018","Aug 12, 2018","21","Melbourne","Sydney Swans","Bernie Vince","Omitted"
"6788","2018","Aug 12, 2018","21","Melbourne","Sydney Swans","Joel Smith","Injured"
"6789","2018","Aug 12, 2018","21","Sydney Swans","Melbourne","Daniel Robinson","Omitted"
"6790","2018","Aug 17, 2018","22","Richmond","Essendon","Ivan Soldo","Omitted"
"6791","2018","Aug 17, 2018","22","Richmond","Essendon","Dion Prestia","Injured"
"6792","2018","Aug 17, 2018","22","Richmond","Essendon","Kane Lambert","Injured"
"6793","2018","Aug 17, 2018","22","Richmond","Essendon","Trent Cotchin","Injured"
"6794","2018","Aug 17, 2018","22","Richmond","Essendon","David Astbury","Injured"
"6795","2018","Aug 17, 2018","22","Essendon","Richmond","Orazio Fantasia","Injured"
"6796","2018","Aug 17, 2018","22","Essendon","Richmond","Ben McNiece","Injured"
"6797","2018","Aug 18, 2018","22","Collingwood","Port Adelaide","Sam Murray","Rested"
"6798","2018","Aug 18, 2018","22","Port Adelaide","Collingwood","Charlie Dixon","Injured"
"6799","2018","Aug 18, 2018","22","Port Adelaide","Collingwood","Tom Clurey","Injured"
"6800","2018","Aug 18, 2018","22","Geelong Cats","Fremantle","Rhys Stanley","Injured"
"6801","2018","Aug 18, 2018","22","Geelong Cats","Fremantle","Lachie Fogarty","Omitted"
"6802","2018","Aug 18, 2018","22","Geelong Cats","Fremantle","James Parsons","Omitted"
"6803","2018","Aug 18, 2018","22","Geelong Cats","Fremantle","Quinton Narkle","Omitted"
"6804","2018","Aug 18, 2018","22","Fremantle","Geelong Cats","Luke Ryan","Injured"
"6805","2018","Aug 18, 2018","22","Fremantle","Geelong Cats","Sam Switkowski","Injured"
"6806","2018","Aug 18, 2018","22","GWS Giants","Sydney Swans","Sam J. Reid","Injured"
"6807","2018","Aug 18, 2018","22","GWS Giants","Sydney Swans","Heath Shaw","Injured"
"6808","2018","Aug 18, 2018","22","GWS Giants","Sydney Swans","Josh Kelly","Injured"
"6809","2018","Aug 18, 2018","22","Sydney Swans","GWS Giants","Jordan Dawson","Injured"
"6810","2018","Aug 18, 2018","22","Sydney Swans","GWS Giants","Nick Smith","Injured"
"6811","2018","Aug 18, 2018","22","Sydney Swans","GWS Giants","Alex Johnson","Injured"
"6812","2018","Aug 18, 2018","22","Gold Coast Suns","Brisbane Lions","Wil Powell","Injured"
"6813","2018","Aug 18, 2018","22","Gold Coast Suns","Brisbane Lions","Will Brodie","Injured"
"6814","2018","Aug 18, 2018","22","Gold Coast Suns","Brisbane Lions","Pearce Hanley","Injured"
"6815","2018","Aug 18, 2018","22","Gold Coast Suns","Brisbane Lions","Kade Kolodjashnij","Injured"
"6816","2018","Aug 18, 2018","22","Brisbane Lions","Gold Coast Suns","Darcy Gardiner","Injured"
"6817","2018","Aug 18, 2018","22","Brisbane Lions","Gold Coast Suns","Oscar McInerney","Illness"
"6818","2018","Aug 18, 2018","22","St Kilda","Hawthorn","Nathan Freeman","Omitted"
"6819","2018","Aug 18, 2018","22","St Kilda","Hawthorn","Jake Carlisle","Managed"
"6820","2018","Aug 18, 2018","22","St Kilda","Hawthorn","Nathan Brown","Suspension"
"6821","2018","Aug 18, 2018","22","Hawthorn","St Kilda","Jonathon Ceglar","Injured"
"6822","2018","Aug 18, 2018","22","Hawthorn","St Kilda","Ricky Henderson","Injured"
"6823","2018","Aug 19, 2018","22","Carlton","Western Bulldogs","Sam Kerridge","Omitted"
"6824","2018","Aug 19, 2018","22","Carlton","Western Bulldogs","Nick Graham","Injured"
"6825","2018","Aug 19, 2018","22","Carlton","Western Bulldogs","Jarrod Pickett","Omitted"
"6826","2018","Aug 19, 2018","22","Western Bulldogs","Carlton","Zaine Cordy","Injured"
"6827","2018","Aug 19, 2018","22","Adelaide Crows","North Melbourne","Lachlan Murphy","Omitted"
"6828","2018","Aug 19, 2018","22","Adelaide Crows","North Melbourne","Brodie Smith","Injured"
"6829","2018","Aug 19, 2018","22","Adelaide Crows","North Melbourne","Taylor Walker","Suspension"
"6830","2018","Aug 19, 2018","22","Adelaide Crows","North Melbourne","Alex Keath","Injured"
"6831","2018","Aug 19, 2018","22","Adelaide Crows","North Melbourne","Cameron Ellis-Yolmen","Omitted"
"6832","2018","Aug 19, 2018","22","North Melbourne","Adelaide Crows","Paul Ahern","Rested"
"6833","2018","Aug 24, 2018","23","Port Adelaide","Essendon","Riley Bonner","Omitted"
"6834","2018","Aug 24, 2018","23","Port Adelaide","Essendon","Aidyn Johnson","Omitted"
"6835","2018","Aug 24, 2018","23","Port Adelaide","Essendon","Tom Rockliff","Injured"
"6836","2018","Aug 24, 2018","23","Essendon","Port Adelaide","Tom Bellchambers","Injured"
"6837","2018","Aug 24, 2018","23","Essendon","Port Adelaide","Matt Dea","Omitted"
"6838","2018","Aug 25, 2018","23","Geelong Cats","Gold Coast Suns","Jackson Thurlow","Omitted"
"6839","2018","Aug 25, 2018","23","Gold Coast Suns","Geelong Cats","Ben Ainsworth","Injured"
"6840","2018","Aug 25, 2018","23","Richmond","Western Bulldogs","Ryan Garthwaite","Omitted"
"6841","2018","Aug 25, 2018","23","Richmond","Western Bulldogs","Liam Baker","Omitted"
"6842","2018","Aug 25, 2018","23","Richmond","Western Bulldogs","Sam Lloyd","Omitted"
"6843","2018","Aug 25, 2018","23","Western Bulldogs","Richmond","Lin Jong","Injured"
"6844","2018","Aug 25, 2018","23","Western Bulldogs","Richmond","Tory Dickson","Injured"
"6845","2018","Aug 25, 2018","23","Fremantle","Collingwood","Bailey Banfield","Omitted"
"6846","2018","Aug 25, 2018","23","Fremantle","Collingwood","Ryan Nyhuis","Omitted"
"6847","2018","Aug 25, 2018","23","Fremantle","Collingwood","Stefan Giro","Omitted"
"6848","2018","Aug 25, 2018","23","Fremantle","Collingwood","Michael Walters","Injured"
"6849","2018","Aug 25, 2018","23","Carlton","Adelaide Crows","Paddy Dow","Injured"
"6850","2018","Aug 25, 2018","23","Adelaide Crows","Carlton","Tom Doedee","Injured"
"6851","2018","Aug 25, 2018","23","Adelaide Crows","Carlton","Kyle Cheney","Omitted"
"6852","2018","Aug 25, 2018","23","Adelaide Crows","Carlton","Rory Sloane","Managed"
"6853","2018","Aug 25, 2018","23","Sydney Swans","Hawthorn","Lance Franklin","Injured"
"6854","2018","Aug 25, 2018","23","Sydney Swans","Hawthorn","Luke Parker","Injured"
"6855","2018","Aug 25, 2018","23","Hawthorn","Sydney Swans","Conor Glass","Omitted"
"6856","2018","Aug 25, 2018","23","Hawthorn","Sydney Swans","James Frawley","Injured"
"6857","2018","Aug 25, 2018","23","Hawthorn","Sydney Swans","Marc Pittonet","Omitted"
"6858","2018","Aug 26, 2018","23","Brisbane Lions","West Coast Eagles","Alex Witherden","Injured"
"6859","2018","Aug 26, 2018","23","West Coast Eagles","Brisbane Lions","Lewis Jetta","Injured"
"6860","2018","Aug 26, 2018","23","West Coast Eagles","Brisbane Lions","Brendon Ah Chee","Omitted"
"6861","2018","Aug 26, 2018","23","Melbourne","GWS Giants","Mitch Hannan","Injured"
"6862","2018","Aug 26, 2018","23","GWS Giants","Melbourne","Ryan Griffen","Injured"
"6863","2018","Aug 26, 2018","23","GWS Giants","Melbourne","Brent Daniels","Omitted"
"6864","2018","Aug 26, 2018","23","St Kilda","North Melbourne","Hugh Goddard","Omitted"
"6865","2018","Aug 26, 2018","23","North Melbourne","St Kilda","Will Walker","Injured"
"6866","06,"," 19:20 AEST, Sep 06,","Finals Week 1","Richmond","Hawthorn","Brandon Ellis","Omitted"
"6867","06,"," 19:20 AEST, Sep 06,","Finals Week 1","Hawthorn","Richmond","Kaiden Brand","Omitted"
"6868","06,"," 19:20 AEST, Sep 06,","Finals Week 1","Hawthorn","Richmond","Teia Miles","Omitted"
"6869","06,"," 19:20 AEST, Sep 06,","Finals Week 1","Hawthorn","Richmond","David Mirra","Omitted"
"6870","06,"," 19:20 AEST, Sep 06,","Finals Week 1","Hawthorn","Richmond","Ryan Schoenmakers","Injured"
"6871","08,"," 18:10 AWST, Sep 08,","Finals Week 1","West Coast Eagles","Collingwood","Oscar Allen","Omitted"
"6872","08,"," 18:10 AWST, Sep 08,","Finals Week 1","West Coast Eagles","Collingwood","Will Schofield","Omitted"
"6873","08,"," 18:10 AWST, Sep 08,","Finals Week 1","Collingwood","West Coast Eagles","Jack Madgen","Omitted"
"6874","08,"," 18:10 AWST, Sep 08,","Finals Week 1","Collingwood","West Coast Eagles","Nathan Murphy","Omitted"
"6875","08,"," 18:10 AWST, Sep 08,","Finals Week 1","Collingwood","West Coast Eagles","Adam Oxley","Omitted"
"6876","07,"," 19:50 AEST, Sep 07,","Finals Week 1","Melbourne","Geelong Cats","Jay Kennedy Harris","Omitted"
"6877","07,"," 19:50 AEST, Sep 07,","Finals Week 1","Melbourne","Geelong Cats","Dean Kent","Injured"
"6878","08,"," 16:20 AEST, Sep 08,","Finals Week 1","Sydney Swans","GWS Giants","Jordan Dawson","Omitted"
"6879","08,"," 16:20 AEST, Sep 08,","Finals Week 1","Sydney Swans","GWS Giants","Robbie Fox","Omitted"
"6880","08,"," 16:20 AEST, Sep 08,","Finals Week 1","GWS Giants","Sydney Swans","Lachlan Keeffe","Omitted"
"6881","08,"," 16:20 AEST, Sep 08,","Finals Week 1","GWS Giants","Sydney Swans","Jeremy Finlayson","Omitted"
"6882","08,"," 16:20 AEST, Sep 08,","Finals Week 1","GWS Giants","Sydney Swans","Aiden Bonar","Omitted"
