"","Season","Date","Round","Team","Opposition","Out","Reason"
"1763","2013","Jul 20, 2013","17","Western Bulldogs","Hawthorn","Clay Smith","Knee"
"1764","2013","Jul 20, 2013","17","GWS Giants","Essendon","Rhys Palmer","Foot"
"1765","2013","Jul 20, 2013","17","GWS Giants","Essendon","Aidan Corr","Omitted"
"1766","2013","Jul 20, 2013","17","GWS Giants","Essendon","Stephen Gilham","Omitted"
"1767","2013","Jul 20, 2013","17","GWS Giants","Essendon","Jonathan O'Rourke","Omitted"
"1768","2013","Jul 20, 2013","17","GWS Giants","Essendon","Shaun Edwards","Omitted"
"1769","2013","Jul 20, 2013","17","GWS Giants","Essendon","Tom Scully","Omitted"
"1770","2013","Jul 20, 2013","17","GWS Giants","Essendon","Setanta O'hAilpin","Omitted"
"1771","2013","Jul 20, 2013","17","GWS Giants","Essendon","Dom Tyson","Omitted"
"1772","2013","Jul 20, 2013","17","Essendon","GWS Giants","Tayte Pears",""
"1773","2013","Jul 20, 2013","17","Essendon","GWS Giants","Ben Howlett","Omitted"
"1774","2013","Jul 20, 2013","17","Essendon","GWS Giants","Jason Winderlich","Soreness"
"1775","2013","Jul 20, 2013","17","Essendon","GWS Giants","David Zaharakis","Back"
"1776","2013","Jul 20, 2013","17","Gold Coast Suns","Collingwood","Tom Murphy","Omitted"
"1777","2013","Jul 20, 2013","17","Gold Coast Suns","Collingwood","David Swallow","Knee"
"1778","2013","Jul 20, 2013","17","Collingwood","Gold Coast Suns","Jarryd Blair","Calf"
"1779","2013","Jul 20, 2013","17","Collingwood","Gold Coast Suns","Clinton Young","Hamstring"
"1780","2013","Jul 20, 2013","17","Collingwood","Gold Coast Suns","Nathan Brown","Omitted"
"1781","2013","Jul 20, 2013","17","Melbourne","Brisbane Lions","Daniel Nicholson","Omitted"
"1782","2013","Jul 20, 2013","17","Brisbane Lions","Melbourne","James Polkinghorne","Omitted"
"1783","2013","Jul 20, 2013","17","Brisbane Lions","Melbourne","Jonathan Brown","Omitted"
"1784","2013","Jul 20, 2013","17","Brisbane Lions","Melbourne","Mitch Golby","Omitted"
"1785","2013","Jul 20, 2013","17","St Kilda","Port Adelaide","Brodie Murdoch","Omitted"
"1786","2013","Jul 20, 2013","17","St Kilda","Port Adelaide","Terry Milera","Omitted"
"1787","2013","Jul 20, 2013","17","St Kilda","Port Adelaide","Jarryn Geary","Leg"
"1788","2013","Jul 20, 2013","17","Port Adelaide","St Kilda","Tom Logan","Omitted"
"1789","2013","Jul 20, 2013","17","Port Adelaide","St Kilda","Kane Cornes","Suspension"
"1790","2013","Jul 20, 2013","17","Port Adelaide","St Kilda","Matt Thomas","Omitted"
"1791","2013","Jul 21, 2013","17","Richmond","Fremantle","Aaron Edwards","Omitted"
"1792","2013","Jul 21, 2013","17","Fremantle","Richmond","Matthew Pavlich","Suspension"
"1793","2013","Jul 21, 2013","17","Fremantle","Richmond","Hayden Ballantyne","Hamstring"
"1794","2013","Jul 21, 2013","17","Fremantle","Richmond","Aaron Sandilands","Omitted"
"1795","2013","Jul 21, 2013","17","Adelaide Crows","Geelong Cats","Matthew Jaensch","Omitted"
"1796","2013","Jul 21, 2013","17","Adelaide Crows","Geelong Cats","Patrick Dangerfield","Shoulder"
"1797","2013","Jul 21, 2013","17","Geelong Cats","Adelaide Crows","Taylor Hunt","Omitted"
"1798","2013","Jul 21, 2013","17","Geelong Cats","Adelaide Crows","George Horlin-Smith","Omitted"
"1799","2013","Jul 21, 2013","17","Geelong Cats","Adelaide Crows","Steve Johnson","Suspension"
"1800","2013","Jul 21, 2013","17","West Coast Eagles","Sydney Swans","Andrew Embley","Suspension"
"1801","2013","Jul 21, 2013","17","West Coast Eagles","Sydney Swans","Jacob Brennan","Omitted"
"1802","2013","Jul 21, 2013","17","West Coast Eagles","Sydney Swans","Matt Rosa","Omitted"
"1803","2013","Jul 21, 2013","17","Sydney Swans","West Coast Eagles","Ben McGlynn","Suspension"
"1804","2013","Jul 26, 2013","18","Essendon","Hawthorn","Stewart Crameri","Ankle"
"1805","2013","Jul 26, 2013","18","Essendon","Hawthorn","Nick O'Brien","Omitted"
"1806","2013","Jul 26, 2013","18","Essendon","Hawthorn","Jackson Merrett","Omitted"
"1807","2013","Jul 26, 2013","18","Essendon","Hawthorn","Dustin Fletcher","Back"
"1808","2013","Jul 26, 2013","18","Essendon","Hawthorn","Nathan Lovett-Murray","Omitted"
"1809","2013","Jul 26, 2013","18","Hawthorn","Essendon","Kyle Cheney","Omitted"
"1810","2013","Jul 26, 2013","18","Hawthorn","Essendon","Will Langford","Omitted"
"1811","2013","Jul 27, 2013","18","Gold Coast Suns","Carlton","Rory Thompson","Omitted"
"1812","2013","Jul 27, 2013","18","Gold Coast Suns","Carlton","Dion Prestia","Omitted"
"1813","2013","Jul 27, 2013","18","Gold Coast Suns","Carlton","Josh Hall","Omitted"
"1814","2013","Jul 27, 2013","18","Carlton","Gold Coast Suns","Andrew McInnes","Groin"
"1815","2013","Jul 27, 2013","18","Melbourne","North Melbourne","Dean Terlich","Omitted"
"1816","2013","Jul 27, 2013","18","Melbourne","North Melbourne","Colin Garland","Ankle"
"1817","2013","Jul 27, 2013","18","North Melbourne","Melbourne","Scott McMahon","Omitted"
"1818","2013","Jul 27, 2013","18","Collingwood","GWS Giants","Ben Hudson","Calf"
"1819","2013","Jul 27, 2013","18","Collingwood","GWS Giants","Luke Ball","Omitted"
"1820","2013","Jul 27, 2013","18","Collingwood","GWS Giants","Caolan Mooney","Omitted"
"1821","2013","Jul 27, 2013","18","Collingwood","GWS Giants","Andrew Krakouer","Omitted"
"1822","2013","Jul 27, 2013","18","Collingwood","GWS Giants","Paul Seedsman","Calf"
"1823","2013","Jul 27, 2013","18","GWS Giants","Collingwood","Gerald Ugle","Omitted"
"1824","2013","Jul 27, 2013","18","GWS Giants","Collingwood","Lachie Whitfield","Omitted"
"1825","2013","Jul 27, 2013","18","Fremantle","Adelaide Crows","Tom Sheridan","Omitted"
"1826","2013","Jul 27, 2013","18","Fremantle","Adelaide Crows","Jack Hannath","Omitted"
"1827","2013","Jul 27, 2013","18","Fremantle","Adelaide Crows","Alex Silvagni","Omitted"
"1828","2013","Jul 27, 2013","18","Adelaide Crows","Fremantle","Ben Rutten","Shoulder"
"1829","2013","Jul 27, 2013","18","Adelaide Crows","Fremantle","Mitchell Grigg","Omitted"
"1830","2013","Jul 27, 2013","18","Geelong Cats","St Kilda","Jimmy Bartel","Suspension"
"1831","2013","Jul 27, 2013","18","Geelong Cats","St Kilda","Jesse Stringer","Knee"
"1832","2013","Jul 27, 2013","18","Geelong Cats","St Kilda","Mark Blicavs","Managed"
"1833","2013","Jul 27, 2013","18","Geelong Cats","St Kilda","Josh Hunt","Shin"
"1834","2013","Jul 27, 2013","18","Geelong Cats","St Kilda","Jordan Murdoch","Omitted"
"1835","2013","Jul 27, 2013","18","St Kilda","Geelong Cats","Dylan Roberton","Injured"
"1836","2013","Jul 27, 2013","18","St Kilda","Geelong Cats","Trent Dennis-Lane","Omitted"
"1837","2013","Jul 28, 2013","18","Port Adelaide","Brisbane Lions","Jake Neade","Rested"
"1838","2013","Jul 28, 2013","18","Port Adelaide","Brisbane Lions","Thomas Jonas","Suspension"
"1839","2013","Jul 28, 2013","18","Brisbane Lions","Port Adelaide","Jordan Lisle","Omitted"
"1840","2013","Jul 28, 2013","18","Brisbane Lions","Port Adelaide","Ryan Lester","Omitted"
"1841","2013","Jul 28, 2013","18","Brisbane Lions","Port Adelaide","Pearce Hanley","Hand"
"1842","2013","Jul 28, 2013","18","Brisbane Lions","Port Adelaide","Ryan Harwood","Omitted"
"1843","2013","Jul 28, 2013","18","Western Bulldogs","West Coast Eagles","Brett Goodes","Arm"
"1844","2013","Jul 28, 2013","18","Western Bulldogs","West Coast Eagles","Nathan Hrovat","Soreness"
"1845","2013","Jul 28, 2013","18","West Coast Eagles","Western Bulldogs","Mark LeCras","Foot"
"1846","2013","Jul 28, 2013","18","West Coast Eagles","Western Bulldogs","Luke Shuey","Hamstring"
"1847","2013","Jul 28, 2013","18","West Coast Eagles","Western Bulldogs","Adam Selwood","Omitted"
"1848","2013","Jul 28, 2013","18","West Coast Eagles","Western Bulldogs","Nic Naitanui","Soreness"
"1849","2013","Jul 28, 2013","18","West Coast Eagles","Western Bulldogs","Darren Glass","Soreness"
"1850","2013","Jul 28, 2013","18","Sydney Swans","Richmond","Jake King","Hamstring"
"1851","2013","Aug 09, 2013","20","St Kilda","Hawthorn","Rhys Stanley","Shoulder"
"1852","2013","Aug 09, 2013","20","St Kilda","Hawthorn","Arryn Siposs","Shoulder"
"1853","2013","Aug 09, 2013","20","St Kilda","Hawthorn","Tom Simpkin","Leg"
"1854","2013","Aug 09, 2013","20","St Kilda","Hawthorn","Ahmed Saad","Leg"
"1855","2013","Aug 09, 2013","20","St Kilda","Hawthorn","Stephen Milne","Omitted"
"1856","2013","Aug 09, 2013","20","St Kilda","Hawthorn","Sam Dunell","Omitted"
"1857","2013","Aug 09, 2013","20","Hawthorn","St Kilda","Jonathon Ceglar","Omitted"
"1858","2013","Aug 09, 2013","20","Hawthorn","St Kilda","Lance Franklin","soreness"
"1859","2013","Aug 09, 2013","20","Hawthorn","St Kilda","Luke Hodge","Thumb"
"1860","2013","Aug 10, 2013","20","Richmond","Brisbane Lions","Shane Edwards","Hamstring"
"1861","2013","Aug 10, 2013","20","Richmond","Brisbane Lions","Orren Stephenson","Omitted"
"1862","2013","Aug 10, 2013","20","Brisbane Lions","Richmond","Rohan Bewick","Omitted"
"1863","2013","Aug 10, 2013","20","Brisbane Lions","Richmond","Jonathan Brown","Foot"
"1864","2013","Aug 10, 2013","20","Brisbane Lions","Richmond","Mitch Golby","Suspension"
"1865","2013","Aug 10, 2013","20","Geelong Cats","Port Adelaide","Trent West","Omitted"
"1866","2013","Aug 10, 2013","20","Geelong Cats","Port Adelaide","Taylor Hunt","Omitted"
"1867","2013","Aug 10, 2013","20","Geelong Cats","Port Adelaide","Mark Blicavs","Omitted"
"1868","2013","Aug 10, 2013","20","Geelong Cats","Port Adelaide","Josh Hunt","Omitted"
"1869","2013","Aug 10, 2013","20","Geelong Cats","Port Adelaide","Billie Smedts","Omitted"
"1870","2013","Aug 10, 2013","20","Port Adelaide","Geelong Cats","Paul Stewart","Wrist"
"1871","2013","Aug 10, 2013","20","Carlton","Western Bulldogs","Andrew Carrazzo","Calf"
"1872","2013","Aug 10, 2013","20","Carlton","Western Bulldogs","Kane Lucas","Omitted"
"1873","2013","Aug 10, 2013","20","Carlton","Western Bulldogs","Mitch Robinson","Omitted"
"1874","2013","Aug 10, 2013","20","Carlton","Western Bulldogs","Matthew Kreuzer","Calf"
"1875","2013","Aug 10, 2013","20","Western Bulldogs","Carlton","Michael Talia","Soreness"
"1876","2013","Aug 10, 2013","20","Western Bulldogs","Carlton","Jack Macrae","Soreness"
"1877","2013","Aug 10, 2013","20","Western Bulldogs","Carlton","Lachie Hunter","Rested"
"1878","2013","Aug 10, 2013","20","Gold Coast Suns","Melbourne","Matt Shaw","Omitted"
"1879","2013","Aug 10, 2013","20","Melbourne","Gold Coast Suns","Max Gawn","Omitted"
"1880","2013","Aug 10, 2013","20","Melbourne","Gold Coast Suns","Jimmy Toumpas","Omitted"
"1881","2013","Aug 10, 2013","20","Melbourne","Gold Coast Suns","Cameron Pedersen","Omitted"
"1882","2013","Aug 10, 2013","20","Melbourne","Gold Coast Suns","Jeremy Howe","Omitted"
"1883","2013","Aug 10, 2013","20","Sydney Swans","Collingwood","Jed Lamb","Omitted"
"1884","2013","Aug 11, 2013","20","Essendon","West Coast Eagles","Travis Colyer","Omitted"
"1885","2013","Aug 11, 2013","20","Essendon","West Coast Eagles","Courtenay Dempsey","Hamstring"
"1886","2013","Aug 11, 2013","20","Essendon","West Coast Eagles","Cory Dell'Olio","Omitted"
"1887","2013","Aug 11, 2013","20","Essendon","West Coast Eagles","Leroy Jetta","Omitted"
"1888","2013","Aug 11, 2013","20","West Coast Eagles","Essendon","Andrew Embley","Omitted"
"1889","2013","Aug 11, 2013","20","West Coast Eagles","Essendon","Adam Carter","Rested"
"1890","2013","Aug 11, 2013","20","West Coast Eagles","Essendon","Mark Hutchings","Omitted"
"1891","2013","Aug 11, 2013","20","West Coast Eagles","Essendon","Ashton Hams","Omitted"
"1892","2013","Aug 11, 2013","20","Adelaide Crows","North Melbourne","Jarryd Lyons","Omitted"
"1893","2013","Aug 11, 2013","20","Adelaide Crows","North Melbourne","Shaun McKernan","Omitted"
"1894","2013","Aug 11, 2013","20","North Melbourne","Adelaide Crows","Brad McKenzie","Omitted"
"1895","2013","Aug 11, 2013","20","Fremantle","GWS Giants","Clancee Pearce","Calf"
"1896","2013","Aug 11, 2013","20","Fremantle","GWS Giants","Stephen Hill","Omitted"
"1897","2013","Aug 11, 2013","20","GWS Giants","Fremantle","Dean Brogan","Omitted"
"1898","2013","Aug 11, 2013","20","GWS Giants","Fremantle","Nicholas Haynes","Injured"
"1899","2013","Aug 11, 2013","20","GWS Giants","Fremantle","Dylan Shiel","Omitted"
"1900","2013","Aug 16, 2013","21","Hawthorn","Collingwood","Jonathan Simpkin","Omitted"
"1901","2013","Aug 16, 2013","21","Hawthorn","Collingwood","Matt Spangher","Omitted"
"1902","2013","Aug 16, 2013","21","Hawthorn","Collingwood","Brent Guerra","Omitted"
"1903","2013","Aug 16, 2013","21","Hawthorn","Collingwood","Sam Grimley","Omitted"
"1904","2013","Aug 17, 2013","21","Richmond","Carlton","Matt White","Omitted"
"1905","2013","Aug 17, 2013","21","Richmond","Carlton","Robin Nahas","Omitted"
"1906","2013","Aug 17, 2013","21","Richmond","Carlton","Chris Newman","Ankle"
"1907","2013","Aug 17, 2013","21","Carlton","Richmond","Matthew Watson","Foot"
"1908","2013","Aug 17, 2013","21","Carlton","Richmond","Jeff Garlett","Glute"
"1909","2013","Aug 17, 2013","21","Carlton","Richmond","Chris Judd","Knee"
"1910","2013","Aug 17, 2013","21","Carlton","Richmond","Sam Rowe","Omitted"
"1911","2013","Aug 17, 2013","21","Carlton","Richmond","Jaryd Cachia","Omitted"
"1912","2013","Aug 17, 2013","21","Port Adelaide","Gold Coast Suns","Kane Mitchell","Omitted"
"1913","2013","Aug 17, 2013","21","Port Adelaide","Gold Coast Suns","John Butcher","Hip"
"1914","2013","Aug 17, 2013","21","Port Adelaide","Gold Coast Suns","Sam Colquhoun","Omitted"
"1915","2013","Aug 17, 2013","21","Port Adelaide","Gold Coast Suns","Domenic Cassisi","Hamstring"
"1916","2013","Aug 17, 2013","21","Gold Coast Suns","Port Adelaide","Nathan Bock","Leg"
"1917","2013","Aug 17, 2013","21","Gold Coast Suns","Port Adelaide","Alex Sexton","Shoulder"
"1918","2013","Aug 17, 2013","21","Gold Coast Suns","Port Adelaide","Campbell Brown","Suspension"
"1919","2013","Aug 17, 2013","21","Gold Coast Suns","Port Adelaide","Sam Day","Hamstring"
"1920","2013","Aug 17, 2013","21","Essendon","North Melbourne","Patrick Ryder","Suspension"
"1921","2013","Aug 17, 2013","21","Essendon","North Melbourne","Scott Gumbleton","Soreness"
"1922","2013","Aug 17, 2013","21","Essendon","North Melbourne","Jason Winderlich","Hamstring"
"1923","2013","Aug 17, 2013","21","Essendon","North Melbourne","Dustin Fletcher","Suspension"
"1924","2013","Aug 17, 2013","21","Essendon","North Melbourne","David Myers",""
"1925","2013","Aug 17, 2013","21","North Melbourne","Essendon","Jack Ziebell","Omitted"
"1926","2013","Aug 17, 2013","21","North Melbourne","Essendon","Scott D. Thompson","Omitted"
"1927","2013","Aug 17, 2013","21","North Melbourne","Essendon","Taylor Hine","Omitted"
"1928","2013","Aug 17, 2013","21","North Melbourne","Essendon","Taylor Garner","Omitted"
"1929","2013","Aug 17, 2013","21","West Coast Eagles","Geelong Cats","Blayne Wilson","Omitted"
"1930","2013","Aug 17, 2013","21","West Coast Eagles","Geelong Cats","Mark LeCras","ribs"
"1931","2013","Aug 17, 2013","21","West Coast Eagles","Geelong Cats","Chris Masten","Omitted"
"1932","2013","Aug 17, 2013","21","Geelong Cats","West Coast Eagles","Jesse Stringer","Omitted"
"1933","2013","Aug 17, 2013","21","Geelong Cats","West Coast Eagles","Tom Hawkins","Back"
"1934","2013","Aug 17, 2013","21","Brisbane Lions","GWS Giants","Justin Clarke","Shoulder"
"1935","2013","Aug 17, 2013","21","Brisbane Lions","GWS Giants","Jesse O'Brien","Omitted"
"1936","2013","Aug 17, 2013","21","Brisbane Lions","GWS Giants","Brent Moloney","Hamstring"
"1937","2013","Aug 17, 2013","21","Brisbane Lions","GWS Giants","Stefan Martin","Hamstring"
"1938","2013","Aug 17, 2013","21","GWS Giants","Brisbane Lions","Sam Darley","Omitted"
"1939","2013","Aug 17, 2013","21","GWS Giants","Brisbane Lions","Joshua Bruce","Omitted"
"1940","2013","Aug 17, 2013","21","GWS Giants","Brisbane Lions","Devon Smith","Hip"
"1941","2013","Aug 17, 2013","21","GWS Giants","Brisbane Lions","Taylor Adams","Back"
"1942","2013","Aug 17, 2013","21","GWS Giants","Brisbane Lions","Thomas Downie","Omitted"
"1943","2013","Aug 18, 2013","21","Melbourne","Fremantle","Mitchell Clisby","Suspension"
"1944","2013","Aug 18, 2013","21","Melbourne","Fremantle","Daniel Nicholson","Omitted"
"1945","2013","Aug 18, 2013","21","Fremantle","Melbourne","Cameron Sutcliffe","Omitted"
"1946","2013","Aug 18, 2013","21","Sydney Swans","St Kilda","Tom Mitchell","Omitted"
"1947","2013","Aug 18, 2013","21","Sydney Swans","St Kilda","Brandon Jack","Omitted"
"1948","2013","Aug 18, 2013","21","St Kilda","Sydney Swans","Brodie Murdoch","Rested"
"1949","2013","Aug 18, 2013","21","St Kilda","Sydney Swans","Jimmy Webster","Rested"
"1950","2013","Aug 18, 2013","21","St Kilda","Sydney Swans","James Gwilt","Soreness"
"1951","2013","Aug 18, 2013","21","St Kilda","Sydney Swans","Lenny Hayes","Soreness"
"1952","2013","Aug 18, 2013","21","Western Bulldogs","Adelaide Crows","Jason Tutt","Omitted"
"1953","2013","Aug 18, 2013","21","Western Bulldogs","Adelaide Crows","Liam Jones","Omitted"
"1954","2013","Aug 18, 2013","21","Adelaide Crows","Western Bulldogs","Matthew Wright","Omitted"
"1955","2013","Aug 18, 2013","21","Adelaide Crows","Western Bulldogs","Ricky Henderson","Knee"
"1956","2013","Aug 18, 2013","21","Adelaide Crows","Western Bulldogs","Mitchell Grigg","Omitted"
"1957","2013","Aug 23, 2013","22","Collingwood","West Coast Eagles","Jamie Elliott","Hamstring"
"1958","2013","Aug 23, 2013","22","Collingwood","West Coast Eagles","Ben Sinclair","Shoulder"
"1959","2013","Aug 23, 2013","22","Collingwood","West Coast Eagles","Dayne Beams","Omitted"
"1960","2013","Aug 23, 2013","22","West Coast Eagles","Collingwood","Andrew Embley","Omitted"
"1961","2013","Aug 23, 2013","22","West Coast Eagles","Collingwood","Adam Carter","Omitted"
"1962","2013","Aug 23, 2013","22","West Coast Eagles","Collingwood","Luke Shuey","Hamstring"
"1963","2013","Aug 24, 2013","22","Adelaide Crows","Melbourne","Thomas Lynch","Omitted"
"1964","2013","Aug 24, 2013","22","Adelaide Crows","Melbourne","Matthew Jaensch","Omitted"
"1965","2013","Aug 24, 2013","22","Adelaide Crows","Melbourne","Sam Shaw","Hamstring"
"1966","2013","Aug 24, 2013","22","Melbourne","Adelaide Crows","Sam Blease","Ankle"
"1967","2013","Aug 24, 2013","22","Melbourne","Adelaide Crows","James Strauss","Shoulder"
"1968","2013","Aug 24, 2013","22","Melbourne","Adelaide Crows","Jack Fitzpatrick","Concussion"
"1969","2013","Aug 24, 2013","22","Melbourne","Adelaide Crows","Shannon Byrnes","Foot"
"1970","2013","Aug 24, 2013","22","Melbourne","Adelaide Crows","Troy Davis","Omitted"
"1971","2013","Aug 24, 2013","22","North Melbourne","Hawthorn","Leigh Adams","Omitted"
"1972","2013","Aug 24, 2013","22","North Melbourne","Hawthorn","Nathan Grima","Foot"
"1973","2013","Aug 24, 2013","22","Hawthorn","North Melbourne","Taylor Duryea","Omitted"
"1974","2013","Aug 24, 2013","22","Hawthorn","North Melbourne","Paul Puopolo","soreness"
"1975","2013","Aug 24, 2013","22","Hawthorn","North Melbourne","Jordan Lewis","Omitted"
"1976","2013","Aug 24, 2013","22","Geelong Cats","Sydney Swans","Josh Walker","Omitted"
"1977","2013","Aug 24, 2013","22","Geelong Cats","Sydney Swans","Jordan Murdoch","Omitted"
"1978","2013","Aug 24, 2013","22","Sydney Swans","Geelong Cats","Jude Bolton","Illness"
"1979","2013","Aug 24, 2013","22","Fremantle","Port Adelaide","Aaron Sandilands","bone"
"1980","2013","Aug 24, 2013","22","Fremantle","Port Adelaide","Alex Silvagni","Omitted"
"1981","2013","Aug 24, 2013","22","Port Adelaide","Fremantle","Hamish Hartlett","Suspension"
"1982","2013","Aug 24, 2013","22","Port Adelaide","Fremantle","Cameron Hitchcock","Hamstring"
"1983","2013","Aug 24, 2013","22","Port Adelaide","Fremantle","Nathan Blee","Omitted"
"1984","2013","Aug 24, 2013","22","Carlton","Essendon","Andrew Walker","Omitted"
"1985","2013","Aug 24, 2013","22","Carlton","Essendon","Josh Bootsma","Omitted"
"1986","2013","Aug 24, 2013","22","Essendon","Carlton","Tom Bellchambers","Omitted"
"1987","2013","Aug 24, 2013","22","Essendon","Carlton","Nick O'Brien","Omitted"
"1988","2013","Aug 24, 2013","22","Essendon","Carlton","Dyson Heppell","Ankle"
"1989","2013","Aug 24, 2013","22","Essendon","Carlton","Leroy Jetta","Omitted"
"1990","2013","Aug 25, 2013","22","St Kilda","Gold Coast Suns","Dylan Roberton","Rested"
"1991","2013","Aug 25, 2013","22","St Kilda","Gold Coast Suns","Darren Minchington","Omitted"
"1992","2013","Aug 25, 2013","22","St Kilda","Gold Coast Suns","Josh Saunders","Rested"
"1993","2013","Aug 25, 2013","22","St Kilda","Gold Coast Suns","Tom Lee","Omitted"
"1994","2013","Aug 25, 2013","22","Gold Coast Suns","St Kilda","David Swallow","Knee"
"1995","2013","Aug 25, 2013","22","Gold Coast Suns","St Kilda","Jack Hutchins","Hamstring"
"1996","2013","Aug 25, 2013","22","Gold Coast Suns","St Kilda","Sebastian Tape","Concussion"
"1997","2013","Aug 25, 2013","22","Gold Coast Suns","St Kilda","Jarrod Harbrow","Omitted"
"1998","2013","Aug 25, 2013","22","Gold Coast Suns","St Kilda","Josh Hall","Omitted"
"1999","2013","Aug 25, 2013","22","GWS Giants","Richmond","Stephen Gilham","Omitted"
"2000","2013","Aug 25, 2013","22","GWS Giants","Richmond","Mark Whiley","Omitted"
"2001","2013","Aug 25, 2013","22","GWS Giants","Richmond","Lachie Whitfield","Back"
"2002","2013","Aug 25, 2013","22","Richmond","GWS Giants","Luke McGuane","Leg"
"2003","2013","Aug 25, 2013","22","Richmond","GWS Giants","Matt McDonough","Omitted"
"2004","2013","Aug 25, 2013","22","Richmond","GWS Giants","Shane Tuck","Omitted"
"2005","2013","Aug 25, 2013","22","Richmond","GWS Giants","David Astbury","Leg"
"2006","2013","Aug 25, 2013","22","Brisbane Lions","Western Bulldogs","Simon Black","Suspension"
"2007","2013","Aug 25, 2013","22","Western Bulldogs","Brisbane Lions","Adam Cooney","Omitted"
"2008","2013","Aug 30, 2013","23","Sydney Swans","Hawthorn","Daniel Hannebery","Knee"
"2009","2013","Aug 30, 2013","23","Sydney Swans","Hawthorn","Rhyce Shaw","Knee"
"2010","2013","Aug 30, 2013","23","Sydney Swans","Hawthorn","Nick Smith","Calf"
"2011","2013","Aug 30, 2013","23","Sydney Swans","Hawthorn","Kurt Tippett","Omitted"
"2012","2013","Aug 30, 2013","23","Sydney Swans","Hawthorn","Jed Lamb","Omitted"
"2013","2013","Aug 30, 2013","23","Hawthorn","Sydney Swans","Max Bailey","Omitted"
"2014","2013","Aug 30, 2013","23","Hawthorn","Sydney Swans","Cyril Rioli","Ankle"
"2015","2013","Aug 30, 2013","23","Hawthorn","Sydney Swans","Liam Shiels","Ankle"
"2016","2013","Aug 30, 2013","23","Hawthorn","Sydney Swans","Brent Guerra","soreness"
"2017","2013","Aug 31, 2013","23","St Kilda","Fremantle","Brodie Murdoch","Omitted"
"2018","2013","Aug 31, 2013","23","St Kilda","Fremantle","Cameron Shenton","Omitted"
"2019","2013","Aug 31, 2013","23","St Kilda","Fremantle","Jack Newnes","Shoulder"
"2020","2013","Aug 31, 2013","23","Fremantle","St Kilda","Michael Johnson","rested"
"2021","2013","Aug 31, 2013","23","Fremantle","St Kilda","Chris Mayne","Omitted"
"2022","2013","Aug 31, 2013","23","Fremantle","St Kilda","Nathan Fyfe","Rested"
"2023","2013","Aug 31, 2013","23","Fremantle","St Kilda","David Mundy","rested"
"2024","2013","Aug 31, 2013","23","Fremantle","St Kilda","Zac Clarke","Rested"
"2025","2013","Aug 31, 2013","23","Fremantle","St Kilda","Hayden Ballantyne","rested"
"2026","2013","Aug 31, 2013","23","Fremantle","St Kilda","Michael Walters","Knee"
"2027","2013","Aug 31, 2013","23","Fremantle","St Kilda","Lee Spurr","rested"
"2028","2013","Aug 31, 2013","23","Fremantle","St Kilda","Zac Dawson","rested"
"2029","2013","Aug 31, 2013","23","Fremantle","St Kilda","Nick Suban","Hamstring"
"2030","2013","Aug 31, 2013","23","Fremantle","St Kilda","Stephen Hill","Hamstring"
"2031","2013","Aug 31, 2013","23","Geelong Cats","Brisbane Lions","Nathan Vardy","Managed"
"2032","2013","Aug 31, 2013","23","Geelong Cats","Brisbane Lions","Cameron Guthrie","Omitted"
"2033","2013","Aug 31, 2013","23","Brisbane Lions","Geelong Cats","Marco Paparone","Omitted"
"2034","2013","Aug 31, 2013","23","Brisbane Lions","Geelong Cats","Sam Docherty","Omitted"
"2035","2013","Aug 31, 2013","23","Brisbane Lions","Geelong Cats","Daniel Merrett","Ankle"
"2036","2013","Aug 31, 2013","23","Port Adelaide","Carlton","Robbie Gray","Omitted"
"2037","2013","Aug 31, 2013","23","Port Adelaide","Carlton","Kane Mitchell","Back"
"2038","2013","Aug 31, 2013","23","Port Adelaide","Carlton","Jake Neade","Omitted"
"2039","2013","Aug 31, 2013","23","Port Adelaide","Carlton","Alipate Carlile","Back"
"2040","2013","Aug 31, 2013","23","Port Adelaide","Carlton","Campbell Heath","Omitted"
"2041","2013","Aug 31, 2013","23","Carlton","Port Adelaide","Brock McLean","Quad"
"2042","2013","Aug 31, 2013","23","Carlton","Port Adelaide","Heath Scotland","Omitted"
"2043","2013","Aug 31, 2013","23","Carlton","Port Adelaide","Aaron Joseph","Omitted"
"2044","2013","Aug 31, 2013","23","Carlton","Port Adelaide","Nick Graham","Omitted"
"2045","2013","Aug 31, 2013","23","West Coast Eagles","Adelaide Crows","Brad Sheppard","Omitted"
"2046","2013","Aug 31, 2013","23","West Coast Eagles","Adelaide Crows","Jack Darling","Omitted"
"2047","2013","Aug 31, 2013","23","West Coast Eagles","Adelaide Crows","Will Schofield","cheek"
"2048","2013","Aug 31, 2013","23","Adelaide Crows","West Coast Eagles","Jared Petrenko","Omitted"
"2049","2013","Aug 31, 2013","23","Essendon","Richmond","Joe Daniher","Omitted"
"2050","2013","Aug 31, 2013","23","Essendon","Richmond","Heath Hocking","Suspension"
"2051","2013","Aug 31, 2013","23","Essendon","Richmond","David Myers","Illness"
"2052","2013","Aug 31, 2013","23","Essendon","Richmond","Nick Kommer","Hand"
"2053","2013","Aug 31, 2013","23","Richmond","Essendon","Shane Edwards","Suspension"
"2054","2013","Aug 31, 2013","23","Richmond","Essendon","Jack Riewoldt","Back"
"2055","2013","Sep 01, 2013","23","Gold Coast Suns","GWS Giants","Leigh Osborne","Calf"
