"","X","Day","Date","Year","Time","Home","Away","Attendance","Venue","Home.Odds","Away.Odds","Line","Favorite","Underdog","Differential","venueavg","Attendance_Differential","HomeVenueAvg","HomeDifferential","HomeDifferentialPct","TimeBucket"
"945",945,"Sat","14-Jun-2014",2014,"2:10","Sydney","Port Adelaide",41317,"S.C.G.",1.43,2.8,172.5,1.43,2.8,1.37,29955.7356321839,11361.2643678161,29955.7356321839,11361.2643678161,0.379268414814349,2
"946",946,"Sat","14-Jun-2014",2014,"1:45","Richmond","Fremantle",22083,"M.C.G.",3.67,1.27,155.5,1.27,3.67,2.4,50394.4829157175,-28311.4829157175,50149.0454545455,-28066.0454545455,-0.559652635462109,1
"947",947,"Fri","13-Jun-2014",2014,"7:50","Carlton","Hawthorn",49624,"M.C.G.",4.74,1.18,188.5,1.18,4.74,3.56,50394.4829157175,-770.482915717541,52695.2941176471,-3071.29411764706,-0.0582840302739389,7
"948",948,"Mon","09-Jun-2014",2014,"3:20","Melbourne","Collingwood",68130,"M.C.G.",4.64,1.19,170.5,1.19,4.64,3.45,50394.4829157175,17735.5170842825,35367.7023809524,32762.2976190476,0.926333785162478,3
"949",949,"Sun","08-Jun-2014",2014,"7:10","North Melbourne","Richmond",32977,"Docklands",1.31,3.43,181.5,1.31,3.43,2.12,31157.9865168539,1819.01348314607,27670.4819277108,5306.51807228916,0.19177541201315,7
"950",950,"Sun","08-Jun-2014",2014,"2:10","Fremantle","Adelaide",35389,"Subiaco",1.23,4.07,162.5,1.23,4.07,2.84,35153.3529411765,235.647058823532,34175.9680851064,1213.03191489362,0.0354937104304661,2
"951",951,"Sun","08-Jun-2014",2014,"3:20","Gold Coast","Sydney",21354,"Carrara",4.43,1.2,181.5,1.2,4.43,3.23,14013.1604938272,7340.83950617284,14048.65,7305.35,0.520003701423268,3
"952",952,"Sat","07-Jun-2014",2014,"7:40","Greater Western Sydney","Essendon",8429,"Sydney",5.78,1.13,181.5,1.13,5.78,4.65,10800.6603773585,-2371.66037735849,10800.6603773585,-2371.66037735849,-0.219584756347882,7
"953",953,"Sat","07-Jun-2014",2014,"7:40","Western Bulldogs","Brisbane Lions",18054,"Docklands",1.31,3.42,181.5,1.31,3.42,2.11,31157.9865168539,-13103.9865168539,28841.2391304348,-10787.2391304348,-0.374021347753104,7
"954",954,"Sat","07-Jun-2014",2014,"4:10","Port Adelaide","St Kilda",42374,"Adelaide",1.02,13.09,183.5,1.02,13.09,12.07,43516.4,-1142.4,40427.5357142857,1946.46428571428,0.0481469931650192,4
"955",955,"Sat","07-Jun-2014",2014,"1:40","Hawthorn","West Coast",15504,"York",1.19,4.49,185.5,1.19,4.49,3.3,14457.1578947368,1046.84210526316,14457.1578947368,1046.84210526316,0.0724099517266989,1
"956",956,"Fri","06-Jun-2014",2014,"7:50","Geelong","Carlton",36952,"Docklands",1.18,4.74,189.5,1.18,4.74,3.56,31157.9865168539,5794.01348314607,39256,-2304,-0.0586916649684125,7
"957",957,"Sun","01-Jun-2014",2014,"5:40","West Coast","North Melbourne",35914,"Subiaco",1.6,2.31,171.5,1.6,2.31,0.71,35153.3529411765,760.647058823532,36141.247311828,-227.247311827959,-0.006287755092326,5
"958",958,"Sun","01-Jun-2014",2014,"4:40","Hawthorn","Greater Western Sydney",17906,"M.C.G.",1.01,16.02,192.5,1.01,16.02,15.01,50394.4829157175,-32488.4829157175,49782.9508196721,-31876.9508196721,-0.640318629065188,4
"959",959,"Sun","01-Jun-2014",2014,"3:20","Western Bulldogs","Fremantle",14913,"Docklands",5.28,1.15,171.5,1.15,5.28,4.13,31157.9865168539,-16244.9865168539,28841.2391304348,-13928.2391304348,-0.482927902904733,3
"960",960,"Sun","01-Jun-2014",2014,"12:40","Adelaide","Gold Coast",49069,"Adelaide",1.54,2.46,188.5,1.54,2.46,0.92,43516.4,5552.6,46719.6666666667,2349.33333333334,0.0502857469017331,12
"961",961,"Sat","31-May-2014",2014,"7:45","Essendon","Richmond",74664,"M.C.G.",1.68,2.16,164.5,1.68,2.16,0.48,50394.4829157175,24269.5170842825,61878.2051282051,12785.7948717949,0.206628405676992,7
"962",962,"Sat","31-May-2014",2014,"4:40","Brisbane Lions","Carlton",24625,"Gabba",2.86,1.41,167.5,1.41,2.86,1.45,20680.4862385321,3944.51376146789,20786.5428571429,3838.45714285714,0.184660680192817,4
"963",963,"Sat","31-May-2014",2014,"1:10","Melbourne","Port Adelaide",5655,"Traeger",6.04,1.12,172.5,1.12,6.04,4.92,5545.6,109.4,5545.6,109.4,0.0197273514137333,1
"964",964,"Fri","30-May-2014",2014,"7:50","St Kilda","Collingwood",34855,"Docklands",8.45,1.06,176.5,1.06,8.45,7.39,31157.9865168539,3697.01348314607,30626.3473684211,4228.65263157895,0.138072378684607,7
"965",965,"Thu","29-May-2014",2014,"7:10","Sydney","Geelong",37355,"S.C.G.",1.39,3,175.5,1.39,3,1.61,29955.7356321839,7399.26436781609,29955.7356321839,7399.26436781609,0.247006598625021,7
"966",966,"Sun","25-May-2014",2014,"4:40","Carlton","Adelaide",32419,"M.C.G.",2.25,1.63,185.5,1.63,2.25,0.62,50394.4829157175,-17975.4829157175,52695.2941176471,-20276.2941176471,-0.384783773525932,4
"967",967,"Sun","25-May-2014",2014,"3:20","Gold Coast","Western Bulldogs",14235,"Carrara",1.22,4.31,188.5,1.22,4.31,3.09,14013.1604938272,221.839506172839,14048.65,186.35,0.0132646197321451,3
"968",968,"Sat","24-May-2014",2014,"7:10","Port Adelaide","Hawthorn",52233,"Adelaide",1.53,2.46,188.5,1.53,2.46,0.93,43516.4,8716.6,40427.5357142857,11805.4642857143,0.292015431490736,7
"969",969,"Sat","24-May-2014",2014,"4:40","Collingwood","West Coast",53049,"M.C.G.",1.3,3.48,167.5,1.3,3.48,2.18,50394.4829157175,2654.51708428246,57107.1149425287,-4058.11494252874,-0.0710614596204471,4
"970",970,"Sat","24-May-2014",2014,"1:40","Greater Western Sydney","Richmond",8331,"Sydney",3.19,1.34,190.5,1.34,3.19,1.85,10800.6603773585,-2469.66037735849,10800.6603773585,-2469.66037735849,-0.228658275612078,1
"971",971,"Fri","23-May-2014",2014,"7:50","Geelong","North Melbourne",27402,"Kardinia",1.54,2.46,169.5,1.54,2.46,0.92,24884.9718309859,2517.02816901408,24884.9718309859,2517.02816901408,0.101146514696069,7
"972",972,"Sun","18-May-2014",2014,"4:40","St Kilda","Gold Coast",14625,"Docklands",4.03,1.24,183.5,1.24,4.03,2.79,31157.9865168539,-16532.9865168539,30626.3473684211,-16001.3473684211,-0.52246998886064,4
"973",973,"Sat","17-May-2014",2014,"5:40","Fremantle","Geelong",38565,"Subiaco",1.79,2,162.5,1.79,2,0.21,35153.3529411765,3411.64705882353,34175.9680851064,4389.03191489362,0.128424508823389,5
"974",974,"Sat","17-May-2014",2014,"4:40","North Melbourne","Brisbane Lions",21152,"Docklands",1.06,9.34,183.5,1.06,9.34,8.28,31157.9865168539,-10005.9865168539,27670.4819277108,-6518.48192771084,-0.235575294450613,4
"975",975,"Sat","17-May-2014",2014,"1:40","Richmond","Melbourne",56910,"M.C.G.",1.18,4.7,166.5,1.18,4.7,3.52,50394.4829157175,6515.51708428246,50149.0454545455,6760.95454545454,0.13481721305309,1
"976",976,"Fri","16-May-2014",2014,"7:50","Essendon","Sydney",41098,"Docklands",3.13,1.36,170.5,1.36,3.13,1.77,31157.9865168539,9940.01348314607,36322.6666666667,4775.33333333334,0.13146978929594,7
"977",977,"Thu","15-May-2014",2014,"7:20","Adelaide","Collingwood",50051,"Adelaide",2.71,1.45,179.5,1.45,2.71,1.26,43516.4,6534.6,46719.6666666667,3331.33333333334,0.0713047324823951,7
"978",978,"Mon","12-May-2014",2014,"7:20","St Kilda","Carlton",26708,"Docklands",3.2,1.35,179.5,1.35,3.2,1.85,31157.9865168539,-4449.98651685393,30626.3473684211,-3918.34736842105,-0.127940407691623,7
"979",979,"Sun","11-May-2014",2014,"2:40","West Coast","Greater Western Sydney",29391,"Subiaco",1.06,9.29,186.5,1.06,9.29,8.23,35153.3529411765,-5762.35294117647,36141.247311828,-6750.24731182796,-0.18677405496237,2
"980",980,"Sat","10-May-2014",2014,"7:40","Melbourne","Western Bulldogs",36326,"M.C.G.",2.73,1.44,152.5,1.44,2.73,1.29,50394.4829157175,-14068.4829157175,35367.7023809524,958.297619047618,0.0270952749128459,7
"981",981,"Sat","10-May-2014",2014,"4:40","Brisbane Lions","Essendon",26522,"Gabba",3.91,1.25,171.5,1.25,3.91,2.66,20680.4862385321,5841.51376146789,20786.5428571429,5735.45714285714,0.2759216471096,4
"982",982,"Sat","10-May-2014",2014,"1:10","Port Adelaide","Fremantle",38234,"Adelaide",1.54,2.43,169.5,1.54,2.43,0.89,43516.4,-5282.4,40427.5357142857,-2193.53571428572,-0.0542584571512875,1
"983",983,"Fri","09-May-2014",2014,"7:50","Sydney","Hawthorn",34506,"Stadium",2.16,1.68,181.5,1.68,2.16,0.48,33788.3,717.699999999997,34104.0555555556,401.944444444445,0.0117858254068839,7
"984",984,"Sun","04-May-2014",2014,"2:40","West Coast","Fremantle",40476,"Subiaco",2.81,1.42,160.5,1.42,2.81,1.39,35153.3529411765,5322.64705882353,36141.247311828,4334.75268817204,0.119939211028652,2
"985",985,"Sun","04-May-2014",2014,"3:20","Geelong","Richmond",34377,"M.C.G.",1.19,4.49,176.5,1.19,4.49,3.3,50394.4829157175,-16017.4829157175,63025.65,-28648.65,-0.454555407203258,3
"986",986,"Sun","04-May-2014",2014,"1:10","North Melbourne","Gold Coast",19819,"Docklands",1.26,3.78,182.5,1.26,3.78,2.52,31157.9865168539,-11338.9865168539,27670.4819277108,-7851.48192771084,-0.283749374088346,1
"987",987,"Sat","03-May-2014",2014,"7:40","Brisbane Lions","Sydney",17953,"Gabba",4.64,1.19,172.5,1.19,4.64,3.45,20680.4862385321,-2727.48623853211,20786.5428571429,-2833.54285714286,-0.136316215573537,7
"988",988,"Sat","03-May-2014",2014,"7:40","Essendon","Western Bulldogs",33289,"Docklands",1.31,3.45,184.5,1.31,3.45,2.14,31157.9865168539,2131.01348314607,36322.6666666667,-3033.66666666666,-0.0835199324572351,7
"989",989,"Sat","03-May-2014",2014,"4:10","Adelaide","Melbourne",44216,"Adelaide",1.06,8.79,170.5,1.06,8.79,7.73,43516.4,699.599999999999,46719.6666666667,-2503.66666666666,-0.053589138050357,4
"990",990,"Sat","03-May-2014",2014,"2:10","Greater Western Sydney","Port Adelaide",6549,"Manuka",8.46,1.07,167.5,1.07,8.46,7.39,10349.7083333333,-3800.70833333333,10313.8095238095,-3764.80952380952,-0.365026086153562,2
"991",991,"Sat","03-May-2014",2014,"1:45","Hawthorn","St Kilda",32924,"M.C.G.",1.04,11.17,175.5,1.04,11.17,10.13,50394.4829157175,-17470.4829157175,49782.9508196721,-16858.9508196721,-0.338649086526429,1
"992",992,"Fri","02-May-2014",2014,"7:50","Carlton","Collingwood",68251,"M.C.G.",3.95,1.25,170.5,1.25,3.95,2.7,50394.4829157175,17856.5170842825,52695.2941176471,15555.7058823529,0.295201044852761,7
"993",993,"Sun","27-Apr-2014",2014,"4:10","Port Adelaide","Geelong",47007,"Adelaide",2.08,1.74,185.5,1.74,2.08,0.34,43516.4,3490.6,40427.5357142857,6579.46428571428,0.162747102178413,4
"994",994,"Sun","27-Apr-2014",2014,"3:20","Richmond","Hawthorn",52990,"M.C.G.",5.04,1.17,193.5,1.17,5.04,3.87,50394.4829157175,2595.51708428246,50149.0454545455,2840.95454545454,0.05665022174808,3
"995",995,"Sun","27-Apr-2014",2014,"1:10","Western Bulldogs","Adelaide",17404,"Docklands",2.37,1.58,196.5,1.58,2.37,0.79,31157.9865168539,-13753.9865168539,28841.2391304348,-11437.2391304348,-0.39655852089814,1
"996",996,"Sat","26-Apr-2014",2014,"7:40","Melbourne","Sydney",24855,"M.C.G.",7.09,1.09,166.5,1.09,7.09,6,50394.4829157175,-25539.4829157175,35367.7023809524,-10512.7023809524,-0.297240184497088,7
"997",997,"Sat","26-Apr-2014",2014,"4:40","Carlton","West Coast",31005,"Docklands",2.03,1.76,186.5,1.76,2.03,0.27,31157.9865168539,-152.986516853933,32309.6481481481,-1304.64814814815,-0.0403795219980731,4
"998",998,"Sat","26-Apr-2014",2014,"1:40","Gold Coast","Greater Western Sydney",11504,"Carrara",1.18,4.69,188.5,1.18,4.69,3.51,14013.1604938272,-2509.16049382716,14048.65,-2544.65,-0.181131283077022,1
"999",999,"Fri","25-Apr-2014",2014,"6:45","Fremantle","North Melbourne",37624,"Subiaco",1.27,3.74,167.5,1.27,3.74,2.47,35153.3529411765,2470.64705882353,34175.9680851064,3448.03191489362,0.100890541163521,6
"1000",1000,"Fri","25-Apr-2014",2014,"7:45","St Kilda","Brisbane Lions",13409,"Wellington",1.37,3.1,160.5,1.37,3.1,1.73,16026.6666666667,-2617.66666666667,16026.6666666667,-2617.66666666667,-0.163331946755408,7
"1001",1001,"Fri","25-Apr-2014",2014,"2:40","Collingwood","Essendon",91731,"M.C.G.",1.55,2.42,179.5,1.55,2.42,0.87,50394.4829157175,41336.5170842825,57107.1149425287,34623.8850574713,0.606297220448204,2
"1002",1002,"Mon","21-Apr-2014",2014,"3:20","Geelong","Hawthorn",80222,"M.C.G.",2.52,1.52,187.5,1.52,2.52,1,50394.4829157175,29827.5170842825,63025.65,17196.35,0.272846848862328,3
"1003",1003,"Sun","20-Apr-2014",2014,"4:40","Western Bulldogs","Carlton",27986,"Docklands",1.77,2.02,190.5,1.77,2.02,0.25,31157.9865168539,-3171.98651685393,28841.2391304348,-855.239130434784,-0.0296533420969521,4
"1004",1004,"Sun","20-Apr-2014",2014,"3:20","Melbourne","Gold Coast",17243,"M.C.G.",3.09,1.37,173.5,1.37,3.09,1.72,50394.4829157175,-33151.4829157175,35367.7023809524,-18124.7023809524,-0.512464795867362,3
"1005",1005,"Sun","20-Apr-2014",2014,"12:40","Adelaide","Greater Western Sydney",44770,"Adelaide",1.12,6.19,194.5,1.12,6.19,5.07,43516.4,1253.6,46719.6666666667,-1949.66666666666,-0.0417311767349938,12
"1006",1006,"Sat","19-Apr-2014",2014,"7:40","Essendon","St Kilda",36041,"Docklands",1.11,6.45,185.5,1.11,6.45,5.34,31157.9865168539,4883.01348314607,36322.6666666667,-281.666666666664,-0.00775457014903451,7
"1007",1007,"Sat","19-Apr-2014",2014,"5:40","West Coast","Port Adelaide",35366,"Subiaco",1.84,1.93,183.5,1.84,1.93,0.0899999999999999,35153.3529411765,212.647058823532,36141.247311828,-775.247311827959,-0.0214504857881384,5
"1008",1008,"Sat","19-Apr-2014",2014,"4:40","Sydney","Fremantle",25376,"S.C.G.",2.4,1.56,168.5,1.56,2.4,0.84,29955.7356321839,-4579.73563218391,29955.7356321839,-4579.73563218391,-0.152883430686427,4
"1009",1009,"Sat","19-Apr-2014",2014,"1:40","Collingwood","North Melbourne",57116,"M.C.G.",1.86,1.91,179.5,1.86,1.91,0.0499999999999998,50394.4829157175,6721.51708428246,57107.1149425287,8.88505747126328,0.000155585822890983,1
"1010",1010,"Thu","17-Apr-2014",2014,"7:50","Brisbane Lions","Richmond",20676,"Gabba",4.45,1.21,187.5,1.21,4.45,3.24,20680.4862385321,-4.48623853211029,20786.5428571429,-110.542857142857,-0.00531800106937315,7
"1011",1011,"Sun","13-Apr-2014",2014,"2:40","Fremantle","Essendon",36722,"Subiaco",1.86,1.92,170.5,1.86,1.92,0.0599999999999998,35153.3529411765,1568.64705882353,34175.9680851064,2546.03191489362,0.0744977262547,2
"1012",1012,"Sun","13-Apr-2014",2014,"3:20","St Kilda","Adelaide",22923,"Docklands",2.2,1.67,182.5,1.67,2.2,0.53,31157.9865168539,-8234.98651685393,30626.3473684211,-7703.34736842105,-0.251526807155724,3
"1013",1013,"Sun","13-Apr-2014",2014,"1:10","Sydney","North Melbourne",25505,"S.C.G.",1.4,2.93,165.5,1.4,2.93,1.53,29955.7356321839,-4450.73563218391,29955.7356321839,-4450.73563218391,-0.148577076751943,1
"1014",1014,"Sat","12-Apr-2014",2014,"7:40","Geelong","West Coast",25271,"Kardinia",1.16,5.07,177.5,1.16,5.07,3.91,24884.9718309859,386.028169014084,24884.9718309859,386.028169014084,0.0155125017474769,7
"1015",1015,"Sat","12-Apr-2014",2014,"7:40","Gold Coast","Hawthorn",17729,"Carrara",4.38,1.21,183.5,1.21,4.38,3.17,14013.1604938272,3715.83950617284,14048.65,3680.35,0.261971790883822,7
"1016",1016,"Sat","12-Apr-2014",2014,"4:40","Greater Western Sydney","Western Bulldogs",7863,"Manuka",2.49,1.53,175.5,1.53,2.49,0.96,10349.7083333333,-2486.70833333333,10313.8095238095,-2450.80952380952,-0.237624082367607,4
"1017",1017,"Sat","12-Apr-2014",2014,"1:40","Port Adelaide","Brisbane Lions",36231,"Adelaide",1.13,5.83,187.5,1.13,5.83,4.7,43516.4,-7285.4,40427.5357142857,-4196.53571428572,-0.103803896036206,1
"1018",1018,"Sat","12-Apr-2014",2014,"1:45","Carlton","Melbourne",37323,"M.C.G.",1.15,5.18,168.5,1.15,5.18,4.03,50394.4829157175,-13071.4829157175,52695.2941176471,-15372.2941176471,-0.291720434908799,1
"1019",1019,"Fri","11-Apr-2014",2014,"7:50","Richmond","Collingwood",62100,"M.C.G.",2.63,1.48,172.5,1.48,2.63,1.15,50394.4829157175,11705.5170842825,50149.0454545455,11950.9545454545,0.238308714296202,7
"1020",1020,"Sun","06-Apr-2014",2014,"7:10","Essendon","Carlton",62730,"M.C.G.",1.43,2.81,184.5,1.43,2.81,1.38,50394.4829157175,12335.5170842825,61878.2051282051,851.794871794875,0.0137656687040299,7
"1021",1021,"Sun","06-Apr-2014",2014,"4:10","North Melbourne","Port Adelaide",19111,"Docklands",2.07,1.74,193.5,1.74,2.07,0.33,31157.9865168539,-12046.9865168539,27670.4819277108,-8559.48192771084,-0.309336207084231,4
"1022",1022,"Sun","06-Apr-2014",2014,"1:10","Greater Western Sydney","Melbourne",7016,"Sydney",1.32,3.42,168.5,1.32,3.42,2.1,10800.6603773585,-3784.66037735849,10800.6603773585,-3784.66037735849,-0.350410090228585,1
"1023",1023,"Sat","05-Apr-2014",2014,"7:40","Collingwood","Geelong",63152,"M.C.G.",2.36,1.57,185.5,1.57,2.36,0.79,50394.4829157175,12757.5170842825,57107.1149425287,6044.88505747126,0.105851697525863,7
"1024",1024,"Sat","05-Apr-2014",2014,"4:40","West Coast","St Kilda",36448,"Subiaco",1.05,10.78,182.5,1.05,10.78,9.73,35153.3529411765,1294.64705882353,36141.247311828,306.752688172041,0.0084876065711116,4
"1025",1025,"Sat","05-Apr-2014",2014,"3:40","Gold Coast","Brisbane Lions",16593,"Carrara",1.7,2.12,180.5,1.7,2.12,0.42,14013.1604938272,2579.83950617284,14048.65,2544.35,0.181109928712012,3
"1026",1026,"Sat","05-Apr-2014",2014,"1:40","Adelaide","Sydney",47426,"Adelaide",1.99,1.78,181.5,1.78,1.99,0.21,43516.4,3909.6,46719.6666666667,706.333333333336,0.0151185439393832,1
"1027",1027,"Sat","05-Apr-2014",2014,"1:45","Western Bulldogs","Richmond",31724,"Docklands",2.99,1.39,189.5,1.39,2.99,1.6,31157.9865168539,566.013483146067,28841.2391304348,2882.76086956522,0.0999527397740403,1
"1028",1028,"Fri","04-Apr-2014",2014,"7:50","Hawthorn","Fremantle",43583,"M.C.G.",1.65,2.19,170.5,1.65,2.19,0.54,50394.4829157175,-6811.48291571754,49782.9508196721,-6199.95081967213,-0.1245396409331,7
"1029",1029,"Sun","30-Mar-2014",2014,"4:40","Western Bulldogs","North Melbourne",28512,"Docklands",3.21,1.35,200.5,1.35,3.21,1.86,31157.9865168539,-2645.98651685393,28841.2391304348,-329.239130434784,-0.0114155681365075,4
"1030",1030,"Sun","30-Mar-2014",2014,"3:20","Melbourne","West Coast",22230,"M.C.G.",8.29,1.08,187.5,1.08,8.29,7.21,50394.4829157175,-28164.4829157175,35367.7023809524,-13137.7023809524,-0.371460442622018,3
"1031",1031,"Sun","30-Mar-2014",2014,"12:10","Brisbane Lions","Geelong",20933,"Gabba",3.6,1.29,165.5,1.29,3.6,2.31,20680.4862385321,252.51376146789,20786.5428571429,146.457142857143,0.0070457672477661,12
"1032",1032,"Sat","29-Mar-2014",2014,"4:40","Fremantle","Gold Coast",35583,"Subiaco",1.08,7.62,164.5,1.08,7.62,6.54,35153.3529411765,429.647058823532,34175.9680851064,1407.03191489362,0.0411702138587492,4
"1033",1033,"Sat","29-Mar-2014",2014,"7:40","Sydney","Collingwood",32347,"Stadium",1.43,2.81,174.5,1.43,2.81,1.38,33788.3,-1441.3,34104.0555555556,-1757.05555555555,-0.0515204284925383,7
"1034",1034,"Sat","29-Mar-2014",2014,"4:15","Port Adelaide","Adelaide",50397,"Adelaide",1.69,2.12,191.5,1.69,2.12,0.43,43516.4,6880.6,40427.5357142857,9969.46428571428,0.246600840480896,4
"1035",1035,"Sat","29-Mar-2014",2014,"1:40","St Kilda","Greater Western Sydney",19640,"Docklands",1.73,2.07,184.5,1.73,2.07,0.34,31157.9865168539,-11517.9865168539,30626.3473684211,-10986.3473684211,-0.358722091023793,1
"1036",1036,"Fri","28-Mar-2014",2014,"7:50","Essendon","Hawthorn",44163,"Docklands",2.67,1.46,201.5,1.46,2.67,1.21,31157.9865168539,13005.0134831461,36322.6666666667,7840.33333333334,0.215852360325967,7
"1037",1037,"Thu","27-Mar-2014",2014,"7:45","Richmond","Carlton",62037,"M.C.G.",1.53,2.47,184.5,1.53,2.47,0.94,50394.4829157175,11642.5170842825,50149.0454545455,11887.9545454545,0.237052459078801,7
"1038",1038,"Sun","23-Mar-2014",2014,"4:40","West Coast","Western Bulldogs",36752,"Subiaco",1.2,4.57,NA,1.2,4.57,3.37,35153.3529411765,1598.64705882353,36141.247311828,610.752688172041,0.0168990484169637,4
"1039",1039,"Sat","22-Mar-2014",2014,"7:40","St Kilda","Melbourne",31657,"Docklands",2.2,1.66,NA,1.66,2.2,0.54,31157.9865168539,499.013483146067,30626.3473684211,1030.65263157895,0.0336524829154671,7
"1040",1040,"Sat","22-Mar-2014",2014,"4:40","Hawthorn","Brisbane Lions",12430,"York",1.07,8.28,NA,1.07,8.28,7.21,14457.1578947368,-2027.15789473684,14457.1578947368,-2027.15789473684,-0.14021828560611,4
"1041",1041,"Fri","21-Mar-2014",2014,"7:50","North Melbourne","Essendon",42332,"Docklands",1.45,2.69,199.5,1.45,2.69,1.24,31157.9865168539,11174.0134831461,27670.4819277108,14661.5180722892,0.529861319748329,7
"1042",1042,"Thu","20-Mar-2014",2014,"7:10","Geelong","Adelaide",23622,"Kardinia",1.33,3.29,186.5,1.33,3.29,1.96,24884.9718309859,-1262.97183098592,24884.9718309859,-1262.97183098592,-0.0507523914257884,7
"1043",1043,"Sun","16-Mar-2014",2014,"7:40","Carlton","Port Adelaide",24640,"Docklands",1.62,2.24,NA,1.62,2.24,0.62,31157.9865168539,-6517.98651685393,32309.6481481481,-7669.64814814815,-0.237379500791244,7
"1044",1044,"Sat","15-Mar-2014",2014,"6:55","Gold Coast","Richmond",19425,"Carrara",2.66,1.47,179.5,1.47,2.66,1.19,14013.1604938272,5411.83950617284,14048.65,5376.35,0.382695134407932,6
"1045",1045,"Sat","15-Mar-2014",2014,"4:40","Greater Western Sydney","Sydney",17102,"Sydney",10.17,1.05,182.5,1.05,10.17,9.12,10800.6603773585,6301.33962264151,10800.6603773585,6301.33962264151,0.583421698533458,4
"1046",1046,"Fri","14-Mar-2014",2014,"7:50","Collingwood","Fremantle",37571,"Docklands",2.31,1.6,175.5,1.6,2.31,0.71,31157.9865168539,6413.01348314607,35366.8421052632,2204.15789473684,0.0623227227405985,7
"1047",1047,"Sun","06-Sep-2015",2015,"3:20","Collingwood","Essendon",40270,"M.C.G.",1.28,3.65,178.5,1.28,3.65,2.37,50394.4829157175,-10124.4829157175,57107.1149425287,-16837.1149425287,-0.294833926726525,3
"1048",1048,"Sun","06-Sep-2015",2015,"1:10","Melbourne","Greater Western Sydney",8974,"Docklands",2.35,1.59,177.5,1.59,2.35,0.76,31157.9865168539,-22183.9865168539,16716.5,-7742.5,-0.463165136242635,1
