"","X","Day","Date","Year","Time","Home","Away","Attendance","Venue","Home.Odds","Away.Odds","Line","Favorite","Underdog","Differential","venueavg","Attendance_Differential","HomeVenueAvg","HomeDifferential","HomeDifferentialPct","TimeBucket"
"826",826,"Sat","13-Apr-2013",2013,"7:40","Gold Coast","Brisbane Lions",12961,"Carrara",2.66,1.47,NA,1.47,2.66,1.19,14013.1604938272,-1052.16049382716,14048.65,-1087.65,-0.0774202503443391,7
"827",827,"Sat","13-Apr-2013",2013,"4:40","Greater Western Sydney","St Kilda",11092,"Manuka",4.61,1.2,NA,1.2,4.61,3.41,10349.7083333333,742.291666666666,10313.8095238095,778.190476190477,0.0754513135417148,4
"828",828,"Sat","13-Apr-2013",2013,"2:10","Melbourne","West Coast",18571,"M.C.G.",11.52,1.03,NA,1.03,11.52,10.49,50394.4829157175,-31823.4829157175,35367.7023809524,-16796.7023809524,-0.474916413852159,2
"829",829,"Sat","13-Apr-2013",2013,"1:45","North Melbourne","Sydney",13223,"Bellerive",2.11,1.72,NA,1.72,2.11,0.39,12573.0555555556,649.944444444445,12573.0555555556,649.944444444445,0.0516934361398936,1
"830",830,"Fri","12-Apr-2013",2013,"6:40","Fremantle","Essendon",35963,"Subiaco",1.43,2.84,NA,1.43,2.84,1.41,35153.3529411765,809.647058823532,34175.9680851064,1787.03191489362,0.0522891380997161,6
"831",831,"Sun","07-Apr-2013",2013,"2:40","West Coast","Hawthorn",38389,"Subiaco",1.96,1.82,NA,1.82,1.96,0.14,35153.3529411765,3235.64705882353,36141.247311828,2247.75268817204,0.0621935559882134,2
"832",832,"Sun","07-Apr-2013",2013,"3:20","Collingwood","Carlton",84247,"M.C.G.",1.47,2.68,NA,1.47,2.68,1.21,50394.4829157175,33852.5170842825,57107.1149425287,27139.8850574713,0.475245248946374,3
"833",833,"Sun","07-Apr-2013",2013,"1:10","Geelong","North Melbourne",34152,"Docklands",1.43,2.79,NA,1.43,2.79,1.36,31157.9865168539,2994.01348314607,39256,-5104,-0.130018341145303,1
"834",834,"Sat","06-Apr-2013",2013,"7:40","Essendon","Melbourne",51153,"M.C.G.",1.08,7.93,NA,1.08,7.93,6.85,50394.4829157175,758.517084282459,61878.2051282051,-10725.2051282051,-0.173327670154356,7
"835",835,"Sat","06-Apr-2013",2013,"7:10","Port Adelaide","Greater Western Sydney",25122,"Football",1.14,5.89,NA,1.14,5.89,4.75,29323.4845360825,-4201.48453608247,22682.2291666667,2439.77083333333,0.107563097762841,7
"836",836,"Sat","06-Apr-2013",2013,"3:40","Brisbane Lions","Adelaide",21308,"Gabba",1.99,1.81,NA,1.81,1.99,0.18,20680.4862385321,627.51376146789,20786.5428571429,521.457142857143,0.0250862852202455,3
"837",837,"Sat","06-Apr-2013",2013,"2:10","Western Bulldogs","Fremantle",19210,"Docklands",3.26,1.33,NA,1.33,3.26,1.93,31157.9865168539,-11947.9865168539,28841.2391304348,-9631.23913043478,-0.333939852129009,2
"838",838,"Sat","06-Apr-2013",2013,"1:45","Sydney","Gold Coast",20372,"S.C.G.",1.09,7.51,NA,1.09,7.51,6.42,29955.7356321839,-9583.73563218391,29955.7356321839,-9583.73563218391,-0.319929904238016,1
"839",839,"Fri","05-Apr-2013",2013,"7:50","St Kilda","Richmond",56783,"M.C.G.",2.95,1.4,NA,1.4,2.95,1.55,50394.4829157175,6388.51708428246,42675.375,14107.625,0.330579989045205,7
"840",840,"Mon","01-Apr-2013",2013,"3:20","Hawthorn","Geelong",76300,"M.C.G.",1.6,2.32,NA,1.6,2.32,0.72,50394.4829157175,25905.5170842825,49782.9508196721,26517.0491803279,0.532653222513468,3
"841",841,"Sun","31-Mar-2013",2013,"4:40","North Melbourne","Collingwood",41040,"Docklands",2.38,1.58,NA,1.58,2.38,0.8,31157.9865168539,9882.01348314607,27670.4819277108,13369.5180722892,0.483168963490301,4
"842",842,"Sun","31-Mar-2013",2013,"1:10","Melbourne","Port Adelaide",22924,"M.C.G.",1.83,1.94,NA,1.83,1.94,0.11,50394.4829157175,-27470.4829157175,35367.7023809524,-12443.7023809524,-0.351838020092989,1
"843",843,"Sat","30-Mar-2013",2013,"6:45","Gold Coast","St Kilda",13832,"Carrara",3.37,1.32,NA,1.32,3.37,2.05,14013.1604938272,-181.160493827161,14048.65,-216.65,-0.0154214105981713,6
"844",844,"Sat","30-Mar-2013",2013,"4:40","Greater Western Sydney","Sydney",23690,"Stadium",11.62,1.04,NA,1.04,11.62,10.58,33788.3,-10098.3,30946.5,-7256.5,-0.234485321441843,4
"845",845,"Sat","30-Mar-2013",2013,"1:40","Western Bulldogs","Brisbane Lions",25263,"Docklands",3.83,1.27,NA,1.27,3.83,2.56,31157.9865168539,-5894.98651685393,28841.2391304348,-3578.23913043478,-0.124066761287619,1
"846",846,"Thu","28-Mar-2013",2013,"7:45","Carlton","Richmond",80971,"M.C.G.",1.86,1.91,NA,1.86,1.91,0.0499999999999998,50394.4829157175,30576.5170842825,52695.2941176471,28275.7058823529,0.536588823647608,7
"847",847,"Sat","23-Mar-2013",2013,"4:40","Fremantle","West Coast",39629,"Subiaco",1.76,2.02,NA,1.76,2.02,0.26,35153.3529411765,4475.64705882353,34175.9680851064,5453.03191489362,0.159557496698097,4
"848",848,"Fri","22-Mar-2013",2013,"8:10","Adelaide","Essendon",42218,"Football",1.46,2.68,NA,1.46,2.68,1.22,29323.4845360825,12894.5154639175,35829.2040816327,6388.79591836734,0.178312526949,8
"849",849,"Sun","31-Aug-2014",2014,"4:40","Western Bulldogs","Greater Western Sydney",14725,"Docklands",1.25,4,194.5,1.25,4,2.75,31157.9865168539,-16432.9865168539,28841.2391304348,-14116.2391304348,-0.489446346829758,4
"850",850,"Sun","31-Aug-2014",2014,"2:50","Adelaide","St Kilda",44969,"Adelaide",1.04,11.16,192.5,1.04,11.16,10.12,43516.4,1452.6,46719.6666666667,-1750.66666666666,-0.0374717285368759,2
"851",851,"Sun","31-Aug-2014",2014,"1:10","Gold Coast","West Coast",11840,"Carrara",2.36,1.59,190.5,1.59,2.36,0.77,14013.1604938272,-2173.16049382716,14048.65,-2208.65,-0.157214394265641,1
"852",852,"Sat","30-Aug-2014",2014,"7:40","Geelong","Brisbane Lions",24659,"Kardinia",1.1,7.65,176.5,1.1,7.65,6.55,24884.9718309859,-225.971830985916,24884.9718309859,-225.971830985916,-0.00908065448177618,7
"853",853,"Sat","30-Aug-2014",2014,"7:40","North Melbourne","Melbourne",17174,"Docklands",1.08,8.03,166.5,1.08,8.03,6.95,31157.9865168539,-13983.9865168539,27670.4819277108,-10496.4819277108,-0.379338601876646,7
"854",854,"Sat","30-Aug-2014",2014,"4:40","Sydney","Richmond",31227,"Stadium",1.43,2.86,167.5,1.43,2.86,1.43,33788.3,-2561.3,34104.0555555556,-2877.05555555555,-0.0843610974908491,4
"855",855,"Sat","30-Aug-2014",2014,"1:10","Fremantle","Port Adelaide",38209,"Subiaco",1.46,2.72,162.5,1.46,2.72,1.26,35153.3529411765,3055.64705882353,34175.9680851064,4033.03191489362,0.11800783242922,1
"856",856,"Sat","30-Aug-2014",2014,"1:45","Carlton","Essendon",56663,"M.C.G.",3.06,1.38,175.5,1.38,3.06,1.68,50394.4829157175,6268.51708428246,52695.2941176471,3967.70588235294,0.0752952602085241,1
"857",857,"Fri","29-Aug-2014",2014,"7:50","Collingwood","Hawthorn",48980,"M.C.G.",9.05,1.07,187.5,1.07,9.05,7.98,50394.4829157175,-1414.48291571754,57107.1149425287,-8127.11494252874,-0.142313526969585,7
"858",858,"Sun","24-Aug-2014",2014,"4:40","Richmond","St Kilda",47200,"M.C.G.",1.11,6.86,174.5,1.11,6.86,5.75,50394.4829157175,-3194.48291571754,50149.0454545455,-2949.04545454546,-0.0588056148988606,4
"859",859,"Sun","24-Aug-2014",2014,"3:20","Western Bulldogs","Sydney",22430,"Docklands",5.29,1.16,185.5,1.16,5.29,4.13,31157.9865168539,-8727.98651685393,28841.2391304348,-6411.23913043478,-0.222294163625907,3
"860",860,"Sun","24-Aug-2014",2014,"1:10","Brisbane Lions","Fremantle",17473,"Gabba",3.33,1.33,165.5,1.33,3.33,2,20680.4862385321,-3207.48623853211,20786.5428571429,-3313.54285714286,-0.159408078578311,1
"861",861,"Sat","23-Aug-2014",2014,"7:40","Hawthorn","Geelong",72216,"M.C.G.",1.51,2.57,186.5,1.51,2.57,1.06,50394.4829157175,21821.5170842825,49782.9508196721,22433.0491803279,0.450617105072512,7
"862",862,"Sat","23-Aug-2014",2014,"5:40","West Coast","Melbourne",35083,"Subiaco",1.04,11.9,162.5,1.04,11.9,10.86,35153.3529411765,-70.3529411764684,36141.247311828,-1058.24731182796,-0.0292808740854283,5
"863",863,"Sat","23-Aug-2014",2014,"4:40","Greater Western Sydney","Collingwood",10851,"Sydney",2.36,1.59,163.5,1.59,2.36,0.77,10800.6603773585,50.3396226415098,10800.6603773585,50.3396226415098,0.00466079118153156,4
"864",864,"Sat","23-Aug-2014",2014,"2:10","Essendon","Gold Coast",33281,"Docklands",1.16,5.31,180.5,1.16,5.31,4.15,31157.9865168539,2123.01348314607,36322.6666666667,-3041.66666666666,-0.0837401806034799,2
"865",865,"Sat","23-Aug-2014",2014,"1:45","North Melbourne","Adelaide",10702,"Bellerive",1.85,1.97,183.5,1.85,1.97,0.12,12573.0555555556,-1871.05555555555,12573.0555555556,-1871.05555555555,-0.148814705167576,1
"866",866,"Fri","22-Aug-2014",2014,"7:20","Port Adelaide","Carlton",52505,"Adelaide",1.27,3.78,178.5,1.27,3.78,2.51,43516.4,8988.6,40427.5357142857,12077.4642857143,0.298743519047749,7
"867",867,"Sun","17-Aug-2014",2014,"2:40","Fremantle","Hawthorn",38506,"Subiaco",1.82,1.99,171.5,1.82,1.99,0.17,35153.3529411765,3352.64705882353,34175.9680851064,4330.03191489362,0.126698149533344,2
"868",868,"Sun","17-Aug-2014",2014,"3:20","Melbourne","Greater Western Sydney",17227,"M.C.G.",1.43,2.84,166.5,1.43,2.84,1.41,50394.4829157175,-33167.4829157175,35367.7023809524,-18140.7023809524,-0.512917186012124,3
"869",869,"Sun","17-Aug-2014",2014,"1:10","North Melbourne","Western Bulldogs",27164,"Docklands",1.35,3.22,186.5,1.35,3.22,1.87,31157.9865168539,-3993.98651685393,27670.4819277108,-506.481927710844,-0.0183040515533495,1
"870",870,"Sat","16-Aug-2014",2014,"7:10","Adelaide","Richmond",50459,"Adelaide",1.46,2.71,178.5,1.46,2.71,1.25,43516.4,6942.6,46719.6666666667,3739.33333333334,0.0800376715016518,7
"871",871,"Sat","16-Aug-2014",2014,"7:40","Collingwood","Brisbane Lions",32929,"M.C.G.",1.15,5.4,167.5,1.15,5.4,4.25,50394.4829157175,-17465.4829157175,57107.1149425287,-24178.1149425287,-0.423381831963688,7
"872",872,"Sat","16-Aug-2014",2014,"4:40","Essendon","West Coast",35905,"Docklands",1.56,2.44,181.5,1.56,2.44,0.88,31157.9865168539,4747.01348314607,36322.6666666667,-417.666666666664,-0.0114987886351956,4
"873",873,"Sat","16-Aug-2014",2014,"2:10","Gold Coast","Port Adelaide",10042,"Carrara",3.16,1.36,146.5,1.36,3.16,1.8,14013.1604938272,-3971.16049382716,14048.65,-4006.65,-0.285198221893207,2
"874",874,"Sat","16-Aug-2014",2014,"1:45","Sydney","St Kilda",31361,"S.C.G.",1.01,17.61,163.5,1.01,17.61,16.6,29955.7356321839,1405.26436781609,29955.7356321839,1405.26436781609,0.0469113623204199,1
"875",875,"Fri","15-Aug-2014",2014,"7:50","Carlton","Geelong",38812,"Docklands",2.74,1.45,194.5,1.45,2.74,1.29,31157.9865168539,7654.01348314607,32309.6481481481,6502.35185185185,0.201251088282883,7
"876",876,"Sun","10-Aug-2014",2014,"2:40","West Coast","Collingwood",36458,"Subiaco",1.71,2.15,170.5,1.71,2.15,0.44,35153.3529411765,1304.64705882353,36141.247311828,316.752688172041,0.00876429873709358,2
"877",877,"Sun","10-Aug-2014",2014,"3:20","St Kilda","Western Bulldogs",30095,"Docklands",3.45,1.32,182.5,1.32,3.45,2.13,31157.9865168539,-1062.98651685393,30626.3473684211,-531.347368421051,-0.0173493548554512,3
"878",878,"Sun","10-Aug-2014",2014,"1:10","Brisbane Lions","Adelaide",19657,"Gabba",2.89,1.43,180.5,1.43,2.89,1.46,20680.4862385321,-1023.48623853211,20786.5428571429,-1129.54285714286,-0.0543401019065906,1
"879",879,"Sat","09-Aug-2014",2014,"7:40","Geelong","Fremantle",26885,"Kardinia",1.46,2.75,159.5,1.46,2.75,1.29,24884.9718309859,2000.02816901408,24884.9718309859,2000.02816901408,0.0803709235677622,7
"880",880,"Sat","09-Aug-2014",2014,"7:10","Port Adelaide","Sydney",50087,"Adelaide",3.05,1.38,171.5,1.38,3.05,1.67,43516.4,6570.6,40427.5357142857,9659.46428571428,0.238932799515182,7
"881",881,"Sat","09-Aug-2014",2014,"4:40","Hawthorn","Melbourne",37088,"M.C.G.",1.03,14.03,171.5,1.03,14.03,13,50394.4829157175,-13306.4829157175,49782.9508196721,-12694.9508196721,-0.255005993229626,4
"882",882,"Sat","09-Aug-2014",2014,"2:10","Carlton","Gold Coast",28840,"Docklands",1.51,2.6,192.5,1.51,2.6,1.09,31157.9865168539,-2317.98651685393,32309.6481481481,-3469.64814814815,-0.107387370244297,2
"883",883,"Sat","09-Aug-2014",2014,"1:45","Greater Western Sydney","North Melbourne",10211,"Manuka",5.51,1.15,190.5,1.15,5.51,4.36,10349.7083333333,-138.708333333334,10313.8095238095,-102.809523809523,-0.00996814257352593,1
"884",884,"Fri","08-Aug-2014",2014,"7:50","Richmond","Essendon",58032,"M.C.G.",2.25,1.65,166.5,1.65,2.25,0.6,50394.4829157175,7637.51708428246,50149.0454545455,7882.95454545454,0.157190520258248,7
"885",885,"Sun","03-Aug-2014",2014,"4:40","Collingwood","Port Adelaide",32807,"M.C.G.",2.19,1.67,175.5,1.67,2.19,0.52,50394.4829157175,-17587.4829157175,57107.1149425287,-24300.1149425287,-0.425518168217459,4
"886",886,"Sun","03-Aug-2014",2014,"3:20","Hawthorn","Western Bulldogs",14187,"York",1.13,6.15,189.5,1.13,6.15,5.02,14457.1578947368,-270.157894736842,14457.1578947368,-270.157894736842,-0.0186867914637076,3
"887",887,"Sun","03-Aug-2014",2014,"1:10","Melbourne","Brisbane Lions",18079,"Docklands",1.72,2.13,162.5,1.72,2.13,0.41,31157.9865168539,-13078.9865168539,16716.5,1362.5,0.0815062961744384,1
"888",888,"Sat","02-Aug-2014",2014,"7:40","Gold Coast","St Kilda",12027,"Carrara",1.42,2.87,177.5,1.42,2.87,1.45,14013.1604938272,-1986.16049382716,14048.65,-2021.65,-0.143903506742641,7
"889",889,"Sat","02-Aug-2014",2014,"7:40","North Melbourne","Geelong",32564,"Docklands",2.23,1.65,189.5,1.65,2.23,0.58,31157.9865168539,1406.01348314607,27670.4819277108,4893.51807228916,0.176849759432216,7
"890",890,"Sat","02-Aug-2014",2014,"4:40","Richmond","Greater Western Sydney",23095,"M.C.G.",1.09,7.38,188.5,1.09,7.38,6.29,50394.4829157175,-27299.4829157175,50149.0454545455,-27054.0454545455,-0.539472789747652,4
"891",891,"Sat","02-Aug-2014",2014,"1:10","Adelaide","West Coast",49470,"Adelaide",1.18,4.93,181.5,1.18,4.93,3.75,43516.4,5953.6,46719.6666666667,2750.33333333334,0.0588688560848751,1
"892",892,"Fri","01-Aug-2014",2014,"7:50","Sydney","Essendon",36804,"S.C.G.",1.27,3.8,171.5,1.27,3.8,2.53,29955.7356321839,6848.26436781609,29955.7356321839,6848.26436781609,0.228612792284708,7
"893",893,"Thu","31-Jul-2014",2014,"6:10","Fremantle","Carlton",35401,"Subiaco",1.13,6.14,171.5,1.13,6.14,5.01,35153.3529411765,247.647058823532,34175.9680851064,1225.03191489362,0.0358448343538651,6
"894",894,"Sun","27-Jul-2014",2014,"4:40","Collingwood","Adelaide",41486,"M.C.G.",1.84,1.97,174.5,1.84,1.97,0.13,50394.4829157175,-8908.48291571754,57107.1149425287,-15621.1149425287,-0.273540608000412,4
"895",895,"Sat","26-Jul-2014",2014,"7:40","Hawthorn","Sydney",72768,"M.C.G.",1.85,1.94,179.5,1.85,1.94,0.0899999999999999,50394.4829157175,22373.5170842825,49782.9508196721,22985.0491803279,0.461705238477851,7
"896",896,"Sat","26-Jul-2014",2014,"4:40","Brisbane Lions","Gold Coast",27167,"Gabba",2.47,1.54,165.5,1.54,2.47,0.93,20680.4862385321,6486.51376146789,20786.5428571429,6380.45714285714,0.306951338022264,4
"897",897,"Fri","25-Jul-2014",2014,"6:40","West Coast","Richmond",32270,"Subiaco",1.64,2.23,168.5,1.64,2.23,0.59,35153.3529411765,-2883.35294117647,36141.247311828,-3871.24731182796,-0.107114380376159,6
"898",898,"Sun","20-Jul-2014",2014,"4:40","Western Bulldogs","Essendon",34476,"Docklands",3.03,1.38,175.5,1.38,3.03,1.65,31157.9865168539,3318.01348314607,28841.2391304348,5634.76086956522,0.195371663612716,4
"899",899,"Sun","20-Jul-2014",2014,"12:40","Port Adelaide","Melbourne",37894,"Adelaide",1.06,8.81,167.5,1.06,8.81,7.75,43516.4,-5622.4,40427.5357142857,-2533.53571428572,-0.0626685665975543,12
"900",900,"Sat","19-Jul-2014",2014,"7:40","Greater Western Sydney","Geelong",7697,"Sydney",7.67,1.08,190.5,1.08,7.67,6.59,10800.6603773585,-3103.66037735849,10800.6603773585,-3103.66037735849,-0.28735839003555,7
"901",901,"Sat","19-Jul-2014",2014,"4:40","St Kilda","Fremantle",16594,"Docklands",11.96,1.03,170.5,1.03,11.96,10.93,31157.9865168539,-14563.9865168539,30626.3473684211,-14032.3473684211,-0.458178939839553,4
"902",902,"Fri","18-Jul-2014",2014,"7:50","Carlton","North Melbourne",36689,"Docklands",3.97,1.24,191.5,1.24,3.97,2.73,31157.9865168539,5531.01348314607,32309.6481481481,4379.35185185185,0.135543161342129,7
"903",903,"Sun","13-Jul-2014",2014,"2:40","Fremantle","Greater Western Sydney",33597,"Subiaco",1.01,17.1,177.5,1.01,17.1,16.09,35153.3529411765,-1556.35294117647,34175.9680851064,-578.968085106382,-0.0169407954637777,2
"904",904,"Sun","13-Jul-2014",2014,"3:20","Essendon","Collingwood",58996,"M.C.G.",2.67,1.46,167.5,1.46,2.67,1.21,50394.4829157175,8601.51708428246,61878.2051282051,-2882.20512820513,-0.0465786802030456,3
"905",905,"Sun","13-Jul-2014",2014,"1:10","Richmond","Port Adelaide",21483,"Docklands",2.47,1.53,187.5,1.53,2.47,0.94,31157.9865168539,-9674.98651685393,33203.6363636364,-11720.6363636364,-0.352992552841967,1
"906",906,"Sat","12-Jul-2014",2014,"7:40","Brisbane Lions","West Coast",13610,"Gabba",2.79,1.43,173.5,1.43,2.79,1.36,20680.4862385321,-7070.48623853211,20786.5428571429,-7176.54285714286,-0.345249467718813,7
"907",907,"Sat","12-Jul-2014",2014,"7:40","Sydney","Carlton",34965,"S.C.G.",1.13,5.9,178.5,1.13,5.9,4.77,29955.7356321839,5009.26436781609,29955.7356321839,5009.26436781609,0.16722221177684,7
"908",908,"Sat","12-Jul-2014",2014,"4:40","Western Bulldogs","Gold Coast",9746,"Cazaly's",2.45,1.54,176.5,1.54,2.45,0.91,9222.5,523.5,9267,479,0.0516887881730873,4
"909",909,"Sat","12-Jul-2014",2014,"2:10","North Melbourne","St Kilda",10641,"Bellerive",1.04,11.65,177.5,1.04,11.65,10.61,12573.0555555556,-1932.05555555555,12573.0555555556,-1932.05555555555,-0.153666349998895,2
"910",910,"Sat","12-Jul-2014",2014,"1:45","Melbourne","Geelong",36385,"M.C.G.",6.13,1.12,155.5,1.12,6.13,5.01,50394.4829157175,-14009.4829157175,35367.7023809524,1017.29761904762,0.0287634635716538,1
"911",911,"Fri","11-Jul-2014",2014,"7:20","Adelaide","Hawthorn",50321,"Adelaide",2.13,1.7,170.5,1.7,2.13,0.43,43516.4,6804.6,46719.6666666667,3601.33333333334,0.077083883303962,7
"912",912,"Sun","06-Jul-2014",2014,"4:40","Geelong","Western Bulldogs",24766,"Kardinia",1.13,5.72,175.5,1.13,5.72,4.59,24884.9718309859,-118.971830985916,24884.9718309859,-118.971830985916,-0.00478087063123683,4
"913",913,"Sun","06-Jul-2014",2014,"1:20","West Coast","Sydney",25076,"Subiaco",2.99,1.36,149.5,1.36,2.99,1.63,35153.3529411765,-10077.3529411765,36141.247311828,-11065.247311828,-0.306166724583593,1
"914",914,"Sun","06-Jul-2014",2014,"1:10","Carlton","St Kilda",29297,"Docklands",1.16,5.06,183.5,1.16,5.06,3.9,31157.9865168539,-1860.98651685393,32309.6481481481,-3012.64814814815,-0.0932429884204982,1
"915",915,"Sat","05-Jul-2014",2014,"7:10","Melbourne","Fremantle",9290,"Marrara",5.4,1.15,146.5,1.15,5.4,4.25,9208.53846153846,81.461538461539,8950.11111111111,339.888888888889,0.0379759407083711,7
"916",916,"Sat","05-Jul-2014",2014,"7:10","Port Adelaide","Essendon",46786,"Adelaide",1.22,4.29,178.5,1.22,4.29,3.07,43516.4,3269.6,40427.5357142857,6358.46428571428,0.157280531038339,7
"917",917,"Sat","05-Jul-2014",2014,"4:40","Gold Coast","Collingwood",24032,"Carrara",1.91,1.88,182.5,1.88,1.91,0.03,14013.1604938272,10018.8395061728,14048.65,9983.35,0.710626999747307,4
"918",918,"Sat","05-Jul-2014",2014,"2:10","Greater Western Sydney","Adelaide",8383,"Sydney",3.9,1.25,195.5,1.25,3.9,2.65,10800.6603773585,-2417.66037735849,10800.6603773585,-2417.66037735849,-0.223843755186178,2
"919",919,"Sat","05-Jul-2014",2014,"1:45","Richmond","Brisbane Lions",34577,"M.C.G.",1.1,6.57,174.5,1.1,6.57,5.47,50394.4829157175,-15817.4829157175,50149.0454545455,-15572.0454545455,-0.310515291236396,1
"920",920,"Fri","04-Jul-2014",2014,"7:50","North Melbourne","Hawthorn",35025,"Docklands",3.89,1.25,195.5,1.25,3.89,2.64,31157.9865168539,3867.01348314607,27670.4819277108,7354.51807228916,0.265789301809157,7
"921",921,"Sun","29-Jun-2014",2014,"7:10","Collingwood","Carlton",40939,"M.C.G.",1.28,3.71,167.5,1.28,3.71,2.43,50394.4829157175,-9455.48291571754,57107.1149425287,-16168.1149425287,-0.283119099236583,7
"922",922,"Sun","29-Jun-2014",2014,"3:40","Adelaide","Port Adelaide",50552,"Adelaide",3.02,1.38,179.5,1.38,3.02,1.64,43516.4,7035.6,46719.6666666667,3832.33333333334,0.082028267895747,3
"923",923,"Sun","29-Jun-2014",2014,"1:10","Western Bulldogs","Melbourne",24953,"Docklands",1.72,2.12,163.5,1.72,2.12,0.4,31157.9865168539,-6204.98651685393,28841.2391304348,-3888.23913043478,-0.134815259249098,1
"924",924,"Sat","28-Jun-2014",2014,"7:40","Brisbane Lions","North Melbourne",15862,"Gabba",5.26,1.15,175.5,1.15,5.26,4.11,20680.4862385321,-4818.48623853211,20786.5428571429,-4924.54285714286,-0.236910143788083,7
"925",925,"Sat","28-Jun-2014",2014,"7:40","Sydney","Greater Western Sydney",27778,"S.C.G.",1.05,9.47,186.5,1.05,9.47,8.42,29955.7356321839,-2177.73563218391,29955.7356321839,-2177.73563218391,-0.0726984527745727,7
"926",926,"Sat","28-Jun-2014",2014,"2:40","Fremantle","West Coast",40490,"Subiaco",1.24,3.98,162.5,1.24,3.98,2.74,35153.3529411765,5336.64705882353,34175.9680851064,6314.03191489362,0.184750638201972,2
"927",927,"Sat","28-Jun-2014",2014,"2:10","St Kilda","Richmond",28487,"Docklands",5.56,1.14,179.5,1.14,5.56,4.42,31157.9865168539,-2670.98651685393,30626.3473684211,-2139.34736842105,-0.0698531673622608,2
"928",928,"Sat","28-Jun-2014",2014,"1:45","Hawthorn","Gold Coast",13178,"York",1.16,5.01,169.5,1.16,5.01,3.85,14457.1578947368,-1279.15789473684,14457.1578947368,-1279.15789473684,-0.0884792089877169,1
"929",929,"Fri","27-Jun-2014",2014,"7:50","Geelong","Essendon",43732,"Docklands",1.36,3.09,185.5,1.36,3.09,1.73,31157.9865168539,12574.0134831461,39256,4476,0.114020786631343,7
"930",930,"Sun","22-Jun-2014",2014,"4:40","Melbourne","North Melbourne",26615,"M.C.G.",3.56,1.29,160.5,1.29,3.56,2.27,50394.4829157175,-23779.4829157175,35367.7023809524,-8752.70238095238,-0.247477268573325,4
"931",931,"Sun","22-Jun-2014",2014,"3:20","St Kilda","West Coast",17317,"Docklands",5.77,1.13,178.5,1.13,5.77,4.64,31157.9865168539,-13840.9865168539,30626.3473684211,-13309.3473684211,-0.434571815186305,3
"932",932,"Sun","22-Jun-2014",2014,"1:10","Greater Western Sydney","Carlton",9059,"Sydney",3.33,1.32,195.5,1.32,3.33,2.01,10800.6603773585,-1741.66037735849,10800.6603773585,-1741.66037735849,-0.16125498964948,1
"933",933,"Sat","21-Jun-2014",2014,"7:40","Essendon","Adelaide",30948,"Docklands",2.3,1.61,174.5,1.61,2.3,0.69,31157.9865168539,-209.986516853933,36322.6666666667,-5374.66666666666,-0.147970046252111,7
"934",934,"Sat","21-Jun-2014",2014,"5:40","Fremantle","Brisbane Lions",25152,"Subiaco",1.03,12.19,144.5,1.03,12.19,11.16,35153.3529411765,-10001.3529411765,34175.9680851064,-9023.96808510638,-0.264044256555792,5
"935",935,"Sat","21-Jun-2014",2014,"4:40","Gold Coast","Geelong",18236,"Carrara",2.64,1.47,189.5,1.47,2.64,1.17,14013.1604938272,4222.83950617284,14048.65,4187.35,0.298060667750994,4
"936",936,"Sat","21-Jun-2014",2014,"2:10","Hawthorn","Collingwood",70516,"M.C.G.",1.34,3.15,187.5,1.34,3.15,1.81,50394.4829157175,20121.5170842825,49782.9508196721,20733.0491803279,0.416468868135776,2
"937",937,"Sat","21-Jun-2014",2014,"1:15","Port Adelaide","Western Bulldogs",34258,"Adelaide",1.09,6.98,188.5,1.09,6.98,5.89,43516.4,-9258.4,40427.5357142857,-6169.53571428572,-0.152607266440571,1
"938",938,"Fri","20-Jun-2014",2014,"7:50","Richmond","Sydney",34648,"M.C.G.",4.17,1.22,177.5,1.22,4.17,2.95,50394.4829157175,-15746.4829157175,50149.0454545455,-15501.0454545455,-0.309099511546943,7
"939",939,"Sun","15-Jun-2014",2014,"4:40","Essendon","Melbourne",44626,"M.C.G.",1.43,2.87,155.5,1.43,2.87,1.44,50394.4829157175,-5768.48291571754,61878.2051282051,-17252.2051282051,-0.278809074898995,4
"940",940,"Sun","15-Jun-2014",2014,"3:20","Collingwood","Western Bulldogs",28339,"Docklands",1.11,6.36,178.5,1.11,6.36,5.25,31157.9865168539,-2818.98651685393,35366.8421052632,-7027.84210526316,-0.19871274015209,3
"941",941,"Sun","15-Jun-2014",2014,"1:10","Geelong","St Kilda",25180,"Kardinia",1.03,12.66,182.5,1.03,12.66,11.63,24884.9718309859,295.028169014084,24884.9718309859,295.028169014084,0.0118556762297285,1
"942",942,"Sat","14-Jun-2014",2014,"7:10","Adelaide","North Melbourne",47205,"Adelaide",1.85,1.93,173.5,1.85,1.93,0.0799999999999998,43516.4,3688.6,46719.6666666667,485.333333333336,0.0103882019706191,7
"943",943,"Sat","14-Jun-2014",2014,"7:40","Brisbane Lions","Greater Western Sydney",12700,"Gabba",1.41,2.89,178.5,1.41,2.89,1.48,20680.4862385321,-7980.48623853211,20786.5428571429,-8086.54285714286,-0.389027791332029,7
"944",944,"Sat","14-Jun-2014",2014,"2:40","West Coast","Gold Coast",32942,"Subiaco",1.74,2.08,184.5,1.74,2.08,0.34,35153.3529411765,-2211.35294117647,36141.247311828,-3199.24731182796,-0.0885206668221697,2
